,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1972-73,22.0,CHI,NBA,SF,35.0,211.0,16.7,0.475,0.263,,,14.5,6.0,,,,0.1,0.4,0.5,0.115,,,,,
1,1973-74,23.0,CHI,NBA,SF,41.0,373.0,9.2,0.396,0.174,8.5,11.0,9.7,4.5,0.6,1.3,,-0.5,0.4,-0.1,-0.011,,-4.0,-1.6,-5.6,-0.4
2,1974-75,24.0,CHI,NBA,SF,70.0,1183.0,14.2,0.516,0.205,7.2,14.8,11.0,6.0,1.0,0.6,,1.6,1.5,3.1,0.126,,-0.1,-0.8,-0.9,0.3
3,1975-76,25.0,TOT,NBA,SF,55.0,540.0,14.9,0.469,0.252,8.0,14.3,11.0,5.0,2.2,0.7,,0.4,0.7,1.1,0.096,,-1.2,-0.2,-1.3,0.1
4,1975-76,25.0,CHI,NBA,SF,14.0,324.0,14.8,0.505,0.336,7.9,16.0,11.7,3.5,1.2,0.7,,0.5,0.3,0.8,0.125,,-0.1,-0.7,-0.7,0.1
5,1975-76,25.0,CLE,NBA,SF,41.0,216.0,15.0,0.429,0.165,8.3,11.8,10.0,7.2,3.7,0.8,,-0.1,0.4,0.2,0.054,,-2.8,0.6,-2.2,0.0
6,1976-77,26.0,TOT,NBA,SF,62.0,598.0,12.1,0.484,0.213,6.3,13.1,9.6,6.1,1.6,0.9,,0.3,0.4,0.8,0.064,,-2.0,-0.6,-2.6,-0.1
7,1976-77,26.0,CLE,NBA,SF,29.0,215.0,12.2,0.477,0.237,4.6,14.7,9.5,4.7,1.5,0.8,,0.1,0.2,0.4,0.079,,-2.8,-0.2,-2.9,0.0
8,1976-77,26.0,MIL,NBA,SF,33.0,383.0,12.0,0.488,0.199,7.2,12.2,9.7,6.9,1.6,0.9,,0.2,0.2,0.4,0.055,,-1.6,-0.9,-2.4,0.0
9,Career,,,NBA,,263.0,2905.0,13.4,0.479,0.217,7.3,13.8,10.8,5.7,1.3,0.8,,1.9,3.5,5.4,0.089,,-1.3,-0.7,-2.0,0.0
10,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4 seasons,,CHI,NBA,,160.0,2091.0,13.7,0.485,0.225,7.5,14.3,11.2,5.4,0.9,0.8,,1.7,2.7,4.4,0.1,,-0.9,-0.9,-1.8,0.1
12,2 seasons,,CLE,NBA,,70.0,431.0,13.6,0.45,0.195,6.4,13.2,9.7,6.0,2.6,0.8,,0.0,0.6,0.6,0.067,,-2.8,0.2,-2.6,0.0
13,1 season,,MIL,NBA,,33.0,383.0,12.0,0.488,0.199,7.2,12.2,9.7,6.9,1.6,0.9,,0.2,0.2,0.4,0.055,,-1.6,-0.9,-2.4,0.0
