,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1972-73,22.0,ATL,NBA,SF,10.0,94.0,4.6,0.359,0.1,,,10.6,8.1,,,,-0.2,0.1,-0.2,-0.081,,,,,
1,1973-74,23.0,ATL,NBA,SF,64.0,499.0,7.2,0.369,0.102,6.5,8.8,7.7,8.3,1.5,2.1,,-0.6,0.4,-0.3,-0.025,,-3.8,-0.2,-4.1,-0.3
2,1974-75,24.0,PHI,NBA,SF,39.0,623.0,7.8,0.377,0.149,8.4,9.7,9.0,6.4,1.9,2.1,,-0.5,0.6,0.1,0.011,,-3.2,1.0,-2.2,0.0
3,Career,,,NBA,,113.0,1216.0,7.3,0.371,0.121,7.6,9.3,8.6,7.3,1.7,2.1,,-1.4,1.1,-0.3,-0.011,,-3.5,0.5,-3.0,-0.3
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,ATL,NBA,,74.0,593.0,6.8,0.367,0.102,6.5,8.8,8.1,8.3,1.5,2.1,,-0.9,0.5,-0.4,-0.034,,-3.8,-0.2,-4.1,-0.3
6,1 season,,PHI,NBA,,39.0,623.0,7.8,0.377,0.149,8.4,9.7,9.0,6.4,1.9,2.1,,-0.5,0.6,0.1,0.011,,-3.2,1.0,-2.2,0.0
