,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,23.0,NYK,BAA,,60.0,,,0.347,0.274,,,,,,2.8,1.3,4.0,,
1,1947-48,24.0,NYK,BAA,,47.0,,,0.328,0.251,,,,,,0.6,1.1,1.7,,
2,1948-49,25.0,TOT,BAA,,57.0,,,0.349,0.284,,,,,,-0.5,1.4,0.9,,
3,1948-49,25.0,NYK,BAA,,35.0,,,0.327,0.3,,,,,,-0.7,0.8,0.1,,
4,1948-49,25.0,INJ,BAA,,22.0,,,0.372,0.267,,,,,,0.2,0.6,0.8,,
5,1949-50,26.0,BLB,NBA,,53.0,,,0.362,0.312,,,,,,-0.5,0.9,0.3,,
6,1950-51,27.0,TOT,NBA,,47.0,,,0.357,0.315,,,,,,-0.8,0.6,-0.2,,
7,1950-51,27.0,BLB,NBA,,16.0,,,0.401,0.28,,,,,,0.0,0.2,0.2,,
8,1950-51,27.0,WSC,NBA,,12.0,,,0.26,0.415,,,,,,-0.7,0.1,-0.6,,
9,1950-51,27.0,TRI,NBA,,19.0,,,0.379,0.284,,,,,,-0.1,0.3,0.2,,
10,Career,,,TOT,,264.0,,,0.348,0.284,,,,,,1.5,5.2,6.7,,
11,,,,BAA,,164.0,,,0.342,0.271,,,,,,2.8,3.7,6.5,,
12,,,,NBA,,100.0,,,0.36,0.313,,,,,,-1.3,1.4,0.1,,
13,,,,,,,,,,,,,,,,,,,,
14,3 seasons,,NYK,BAA,,142.0,,,0.337,0.272,,,,,,2.6,3.2,5.8,,
15,2 seasons,,BLB,NBA,,69.0,,,0.37,0.306,,,,,,-0.5,1.0,0.6,,
16,1 season,,INJ,BAA,,22.0,,,0.372,0.267,,,,,,0.2,0.6,0.8,,
17,1 season,,TRI,NBA,,19.0,,,0.379,0.284,,,,,,-0.1,0.3,0.2,,
18,1 season,,WSC,NBA,,12.0,,,0.26,0.415,,,,,,-0.7,0.1,-0.6,,
