,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,21.0,SYR,NBA,,64,,,0.48,0.538,,,,,,8.8,4.0,12.8,,
1,1950-51,22.0,SYR,NBA,,66,,,0.468,0.654,,,,,,6.5,3.8,10.3,,
2,1951-52,23.0,SYR,NBA,PF,63,2004.0,23.9,0.468,0.573,,,,,,4.4,4.0,8.5,0.203,
3,1952-53,24.0,SYR,NBA,PF,71,2668.0,25.4,0.495,0.618,,,,,,8.0,5.1,13.1,0.236,
4,1953-54,25.0,SYR,NBA,C,72,2655.0,24.5,0.498,0.606,,,,,,8.4,6.3,14.8,0.267,
5,1954-55,26.0,SYR,NBA,PF,72,2526.0,23.5,0.49,0.532,,,,,,6.4,5.7,12.0,0.229,
6,1955-56,27.0,SYR,NBA,PF,72,2517.0,23.8,0.497,0.526,,,,,,6.9,4.9,11.8,0.225,
7,1956-57,28.0,SYR,NBA,PF,72,2851.0,24.6,0.502,0.528,,,,,,8.8,3.7,12.5,0.211,
8,1957-58,29.0,SYR,NBA,PF,72,2918.0,24.2,0.508,0.477,,,,,,9.7,4.0,13.7,0.226,
9,1958-59,30.0,SYR,NBA,PF,72,2645.0,21.0,0.488,0.467,,,,,,5.8,3.6,9.4,0.171,
10,1959-60,31.0,SYR,NBA,PF,75,2741.0,20.6,0.496,0.415,,,,,,6.2,3.3,9.5,0.167,
11,1960-61,32.0,SYR,NBA,PF,79,3007.0,19.2,0.482,0.491,,,,,,5.0,3.5,8.5,0.136,
12,1961-62,33.0,SYR,NBA,PF,56,1480.0,15.9,0.461,0.425,,,,,,0.9,2.1,3.1,0.099,
13,1962-63,34.0,SYR,NBA,PF,66,1438.0,14.2,0.471,0.358,,,,,,0.7,1.7,2.4,0.081,
14,1963-64,35.0,PHI,NBA,PF,24,350.0,11.5,0.399,0.399,,,,,,-0.4,0.3,-0.1,-0.01,
15,Career,,,NBA,,996,29800.0,22.1,0.488,0.512,,,,,,86.2,56.1,142.4,0.192,
