,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1977-78,23.0,NJN,NBA,SF,15,154,12.7,0.473,0.25,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,,0.1,0.1,0.2,0.051,,-2.2,-1.0,-3.2,0.0
1,Career,,,NBA,,15,154,12.7,0.473,0.25,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,,0.1,0.1,0.2,0.051,,-2.2,-1.0,-3.2,0.0
