,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1965-66,23.0,DET,NBA,PF,57,997,11.6,0.375,0.191,,,,12.8,,-2.3,1.4,-0.8,-0.039,
1,1966-67,24.0,DET,NBA,PF,62,1248,12.1,0.399,0.222,,,,9.0,,-2.0,1.8,-0.2,-0.006,
2,Career,,,NBA,,119,2245,11.9,0.388,0.207,,,,10.7,,-4.3,3.3,-1.0,-0.021,
