,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1962-63,22.0,DET,NBA,SF,80.0,2352.0,14.5,0.476,0.304,,,,,,,,1.3,2.3,3.6,0.074,,,,,
1,1963-64,23.0,DET,NBA,SF,15.0,304.0,13.9,0.425,0.323,,,,,,,,-0.2,0.2,0.0,-0.003,,,,,
2,1964-65,24.0,DET,NBA,PF,79.0,2769.0,17.4,0.476,0.365,,,,12.8,,,,2.8,3.7,6.6,0.114,,,,,
3,1965-66,25.0,DET,NBA,SF,79.0,2696.0,15.7,0.447,0.294,,,,10.9,,,,-0.1,3.7,3.7,0.065,,,,,
4,1966-67,26.0,DET,NBA,SF,78.0,2897.0,16.2,0.473,0.401,,,,10.4,,,,1.6,4.3,5.9,0.097,,,,,
5,1967-68,27.0,DET,NBA,SF,80.0,3125.0,15.0,0.483,0.336,,,,7.6,,,,1.8,2.9,4.7,0.072,,,,,
6,1968-69,28.0,TOT,NBA,PF,76.0,2943.0,14.4,0.483,0.288,,,,8.8,,,,2.2,3.0,5.2,0.085,,,,,
7,1968-69,28.0,DET,NBA,PF,29.0,1092.0,14.7,0.491,0.307,,,,7.8,,,,1.0,0.5,1.5,0.064,,,,,
8,1968-69,28.0,NYK,NBA,PF,47.0,1851.0,14.3,0.478,0.276,,,,9.4,,,,1.2,2.6,3.8,0.097,,,,,
9,1969-70,29.0,NYK,NBA,PF,79.0,2627.0,14.8,0.482,0.237,,,,9.5,,,,0.7,5.8,6.6,0.12,,,,,
10,1970-71,30.0,NYK,NBA,PF,81.0,2891.0,15.4,0.458,0.251,,,14.2,10.3,,,,-0.2,6.4,6.2,0.102,,,,,
11,1971-72,31.0,NYK,NBA,PF,80.0,3072.0,15.0,0.462,0.218,,,14.4,13.2,,,,-0.2,4.9,4.8,0.075,,,,,
12,1972-73,32.0,NYK,NBA,PF,77.0,2827.0,16.0,0.47,0.212,,,13.8,12.5,,,,0.9,5.8,6.6,0.113,,,,,
13,1973-74,33.0,NYK,NBA,PF,71.0,2699.0,16.3,0.49,0.179,5.2,24.2,14.8,13.9,1.2,0.8,,2.4,4.6,7.0,0.125,,0.9,0.7,1.7,2.5
14,Career,,,NBA,,875.0,31202.0,15.5,0.472,0.282,5.2,24.2,14.3,11.0,1.2,0.8,,13.1,47.7,60.8,0.093,,0.9,0.7,1.7,2.5
15,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7 seasons,,DET,NBA,,440.0,15235.0,15.7,0.471,0.339,,,,10.1,,,,8.3,17.5,25.8,0.081,,,,,
17,6 seasons,,NYK,NBA,,435.0,15967.0,15.4,0.473,0.225,5.2,24.2,14.3,11.6,1.2,0.8,,4.8,30.2,34.9,0.105,,0.9,0.7,1.7,2.5
