,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,24.0,FTW,NBA,,68.0,,,0.426,0.331,,,,,,4.0,4.3,8.4,,
1,1950-51,25.0,FTW,NBA,,68.0,,,0.454,0.527,,,,,,5.1,3.4,8.5,,
2,1951-52,26.0,FTW,NBA,SF,62.0,2581.0,16.5,0.463,0.478,,,,,,4.5,2.3,6.8,0.127,
3,1952-53,27.0,FTW,NBA,SF,69.0,2541.0,13.2,0.426,0.412,,,,,,1.3,2.7,4.0,0.076,
4,1953-54,28.0,TOT,NBA,,67.0,1515.0,14.4,0.474,0.47,,,,,,2.6,1.1,3.7,0.118,
5,1953-54,28.0,FTW,NBA,,23.0,272.0,16.6,0.518,0.794,,,,,,0.8,0.3,1.0,0.185,
6,1953-54,28.0,NYK,NBA,SF,44.0,1243.0,13.9,0.465,0.412,,,,,,1.9,0.8,2.7,0.103,
7,Career,,,NBA,,334.0,6637.0,14.8,0.446,0.438,,,,,,17.6,13.8,31.4,0.105,
8,,,,,,,,,,,,,,,,,,,,
9,5 seasons,,FTW,NBA,,290.0,5394.0,15.0,0.444,0.441,,,,,,15.7,13.0,28.7,0.106,
10,1 season,,NYK,NBA,,44.0,1243.0,13.9,0.465,0.412,,,,,,1.9,0.8,2.7,0.103,
