,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1964-65,23.0,BOS,NBA,C,54.0,572.0,13.5,0.424,0.272,,,,4.4,,,,-0.4,1.8,1.5,0.123,,,,,
1,1965-66,24.0,BOS,NBA,C,67.0,1021.0,16.4,0.459,0.264,,,,7.1,,,,0.3,2.6,2.9,0.137,,,,,
2,1966-67,25.0,TOT,NBA,C,56.0,860.0,13.9,0.459,0.224,,,,8.1,,,,0.1,0.9,1.0,0.054,,,,,
3,1966-67,25.0,BAL,NBA,C,25.0,343.0,13.9,0.431,0.24,,,,11.7,,,,-0.2,0.4,0.2,0.021,,,,,
4,1966-67,25.0,LAL,NBA,C,31.0,517.0,13.8,0.479,0.214,,,,5.7,,,,0.3,0.5,0.8,0.075,,,,,
5,1967-68,26.0,LAL,NBA,PF,82.0,1739.0,18.4,0.521,0.314,,,,10.8,,,,3.0,2.0,5.0,0.139,,,,,
6,1968-69,27.0,LAL,NBA,PF,77.0,1866.0,16.5,0.497,0.255,,,,8.5,,,,2.3,1.9,4.3,0.11,,,,,
7,1969-70,28.0,LAL,NBA,C,81.0,2193.0,13.9,0.463,0.198,,,,10.0,,,,-0.5,3.2,2.7,0.06,,,,,
8,1970-71,29.0,PHO,NBA,C,80.0,1669.0,15.8,0.496,0.248,,,13.8,12.2,,,,1.7,2.5,4.2,0.121,,,,,
9,1971-72,30.0,PHO,NBA,C,76.0,906.0,13.8,0.487,0.407,,,13.6,14.3,,,,0.5,1.4,1.9,0.101,,,,,
10,1972-73,31.0,TOT,NBA,C,66.0,658.0,16.3,0.474,0.197,,,17.5,13.3,,,,0.3,1.2,1.5,0.111,,,,,
11,1972-73,31.0,PHI,NBA,C,7.0,47.0,6.2,0.313,0.0,,,15.2,8.3,,,,-0.1,0.0,-0.1,-0.103,,,,,
12,1972-73,31.0,LAL,NBA,C,59.0,611.0,17.1,0.483,0.209,,,17.7,13.7,,,,0.4,1.2,1.6,0.127,,,,,
13,1973-74,32.0,LAL,NBA,C,45.0,499.0,11.4,0.402,0.198,10.7,15.9,13.4,14.0,1.7,2.2,,-0.4,0.7,0.3,0.031,,-3.0,0.8,-2.2,0.0
14,1974-75,33.0,NOJ,NBA,C,75.0,1421.0,14.8,0.477,0.228,7.0,24.7,15.5,18.7,1.5,1.6,,0.2,1.8,2.0,0.069,,-0.9,1.1,0.2,0.8
15,1975-76,34.0,NOJ,NBA,C,30.0,319.0,12.2,0.449,0.231,8.3,23.0,15.6,16.4,2.3,1.3,,-0.1,0.6,0.4,0.062,,-3.6,1.9,-1.7,0.0
16,Career,,,NBA,,789.0,13723.0,15.3,0.479,0.254,8.0,22.5,14.7,11.2,1.7,1.7,,7.0,20.7,27.7,0.097,,-1.8,1.2,-0.6,0.8
17,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6 seasons,,LAL,NBA,,375.0,7425.0,15.7,0.486,0.242,10.7,15.9,15.7,10.1,1.7,2.2,,5.2,9.6,14.8,0.095,,-3.0,0.8,-2.2,0.0
19,2 seasons,,PHO,NBA,,156.0,2575.0,15.1,0.493,0.296,,,13.7,12.9,,,,2.2,3.9,6.1,0.114,,,,,
20,2 seasons,,BOS,NBA,,121.0,1593.0,15.4,0.447,0.267,,,,6.1,,,,-0.1,4.5,4.4,0.132,,,,,
21,2 seasons,,NOJ,NBA,,105.0,1740.0,14.3,0.473,0.229,7.2,24.4,15.6,18.3,1.6,1.6,,0.1,2.4,2.5,0.068,,-1.4,1.3,-0.1,0.8
22,1 season,,BAL,NBA,,25.0,343.0,13.9,0.431,0.24,,,,11.7,,,,-0.2,0.4,0.2,0.021,,,,,
23,1 season,,PHI,NBA,,7.0,47.0,6.2,0.313,0.0,,,15.2,8.3,,,,-0.1,0.0,-0.1,-0.103,,,,,
