,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1976-77,22.0,PHO,NBA,SF,78.0,1751.0,12.8,0.534,0.323,6.1,17.7,11.9,8.3,1.1,1.5,,,,1.3,2.3,3.6,0.097,,-0.7,0.2,-0.5,0.7
1,1978-79,24.0,TOT,NBA,SF,49.0,732.0,9.3,0.499,0.268,6.2,13.9,10.1,7.4,1.3,1.9,19.3,14.4,,-0.1,0.7,0.6,0.037,,-3.3,0.2,-3.1,-0.1
2,1978-79,24.0,NOJ,NBA,SF,31.0,572.0,8.0,0.476,0.264,6.0,12.4,9.3,5.8,1.2,1.9,18.3,13.1,,-0.2,0.4,0.3,0.023,,-3.6,0.0,-3.6,-0.2
3,1978-79,24.0,POR,NBA,SF,18.0,160.0,14.1,0.561,0.278,6.9,19.0,12.8,13.2,2.0,2.1,21.9,19.1,,0.1,0.2,0.3,0.087,,-2.1,0.8,-1.3,0.1
4,Career,,,NBA,,127.0,2483.0,11.8,0.525,0.308,6.1,16.5,11.4,8.1,1.1,1.6,19.3,14.4,,1.2,3.0,4.1,0.08,,-1.5,0.2,-1.2,0.5
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1 season,,PHO,NBA,,78.0,1751.0,12.8,0.534,0.323,6.1,17.7,11.9,8.3,1.1,1.5,,,,1.3,2.3,3.6,0.097,,-0.7,0.2,-0.5,0.7
7,1 season,,NOJ,NBA,,31.0,572.0,8.0,0.476,0.264,6.0,12.4,9.3,5.8,1.2,1.9,18.3,13.1,,-0.2,0.4,0.3,0.023,,-3.6,0.0,-3.6,-0.2
8,1 season,,POR,NBA,,18.0,160.0,14.1,0.561,0.278,6.9,19.0,12.8,13.2,2.0,2.1,21.9,19.1,,0.1,0.2,0.3,0.087,,-2.1,0.8,-1.3,0.1
