,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1966-67,22.0,NYK,NBA,SF,77.0,1696.0,14.2,0.487,0.289,,,,15.1,,,,,,1.6,0.6,2.2,0.061,,,,,
1,1967-68,23.0,NYK,NBA,SF,82.0,2296.0,16.7,0.514,0.293,,,,12.4,,,,,,4.0,1.9,5.9,0.124,,,,,
2,1968-69,24.0,NYK,NBA,SF,50.0,1645.0,15.2,0.503,0.299,,,,10.1,,,,,,2.6,1.5,4.1,0.119,,,,,
3,1969-70,25.0,NYK,NBA,SF,78.0,1563.0,16.9,0.53,0.207,,,,12.0,,,,,,2.8,2.4,5.2,0.161,,,,,
4,1970-71,26.0,NYK,NBA,SF,57.0,1056.0,14.7,0.471,0.236,,,8.3,10.2,,,,,,0.3,1.7,2.0,0.093,,,,,
5,1971-72,27.0,GSW,NBA,SF,79.0,2902.0,17.3,0.504,0.25,,,6.6,13.3,,,,,,3.7,3.5,7.3,0.12,,,,,
6,1972-73,28.0,GSW,NBA,SF,80.0,2429.0,15.0,0.494,0.168,,,6.6,10.7,,,,,,2.5,2.7,5.2,0.104,,,,,
7,1973-74,29.0,GSW,NBA,SF,82.0,2574.0,17.6,0.513,0.163,5.3,7.6,6.5,11.3,0.9,0.3,,,,6.0,1.1,7.1,0.133,,2.2,-1.9,0.2,1.5
8,1974-75,30.0,LAL,NBA,SF,40.0,1055.0,16.5,0.499,0.195,3.1,7.3,5.2,17.0,1.2,0.1,,,,1.6,0.2,1.8,0.083,,1.3,-2.0,-0.7,0.3
9,1975-76,31.0,LAL,NBA,SF,74.0,1625.0,14.7,0.504,0.185,3.1,7.6,5.4,11.2,1.4,0.1,,,,2.2,0.9,3.0,0.09,,-0.1,-1.3,-1.4,0.2
10,1976-77,32.0,LAL,NBA,SF,82.0,2583.0,15.3,0.527,0.186,3.5,8.0,5.8,11.6,1.5,0.1,,,,4.9,1.7,6.6,0.123,,0.9,-1.0,-0.1,1.3
11,1977-78,33.0,CHI,NBA,SF,36.0,789.0,11.6,0.479,0.188,4.3,7.1,5.7,11.5,1.1,0.3,9.6,18.6,,0.8,0.3,1.1,0.07,,-0.7,-1.4,-2.1,0.0
12,Career,,,NBA,,817.0,22213.0,15.8,0.506,0.22,4.0,7.6,6.3,12.1,1.3,0.2,9.6,18.6,,33.0,18.6,51.7,0.112,,1.0,-1.5,-0.5,3.3
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5 seasons,,NYK,NBA,,344.0,8256.0,15.7,0.504,0.27,,,8.3,12.1,,,,,,11.3,8.1,19.4,0.113,,,,,
15,3 seasons,,GSW,NBA,,241.0,7905.0,16.7,0.504,0.195,5.3,7.6,6.5,11.9,0.9,0.3,,,,12.3,7.3,19.6,0.119,,2.2,-1.9,0.2,1.5
16,3 seasons,,LAL,NBA,,196.0,5263.0,15.3,0.513,0.187,3.3,7.7,5.6,12.5,1.4,0.1,,,,8.6,2.9,11.5,0.105,,0.7,-1.3,-0.6,1.8
17,1 season,,CHI,NBA,,36.0,789.0,11.6,0.479,0.188,4.3,7.1,5.7,11.5,1.1,0.3,9.6,18.6,,0.8,0.3,1.1,0.07,,-0.7,-1.4,-2.1,0.0
