,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1952-53,22.0,MNL,NBA,SF,66.0,989.0,11.5,0.415,0.383,,,,,,0.2,1.6,1.8,0.087,
1,1953-54,23.0,MNL,NBA,SF,70.0,1155.0,7.9,0.356,0.389,,,,,,-1.3,1.8,0.6,0.024,
2,1954-55,24.0,MNL,NBA,SF,62.0,980.0,8.9,0.378,0.285,,,,,,-1.0,1.2,0.2,0.008,
3,1955-56,25.0,FTW,NBA,SF,27.0,352.0,7.1,0.342,0.416,,,,,,-0.5,0.4,-0.1,-0.015,
4,Career,,,NBA,,225.0,3476.0,9.2,0.379,0.355,,,,,,-2.6,5.0,2.4,0.034,
5,,,,,,,,,,,,,,,,,,,,
6,3 seasons,,MNL,NBA,,198.0,3124.0,9.4,0.382,0.349,,,,,,-2.1,4.6,2.5,0.039,
7,1 season,,FTW,NBA,,27.0,352.0,7.1,0.342,0.416,,,,,,-0.5,0.4,-0.1,-0.015,
