,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1976-77,21.0,BOS,NBA,SF,25.0,138.0,10.3,0.396,0.236,7.2,12.0,9.6,5.3,3.2,1.1,,,,-0.3,0.2,-0.1,-0.023,,-4.9,0.5,-4.4,-0.1
1,1977-78,22.0,DEN,NBA,SF,2.0,10.0,3.8,0.333,0.0,10.7,19.8,15.4,12.6,0.0,0.0,0.0,11.5,,0.0,0.0,0.0,0.064,,-4.6,-0.1,-4.7,0.0
2,Career,,,NBA,,27.0,148.0,9.8,0.394,0.227,7.4,12.5,10.0,5.8,3.0,1.0,0.0,11.5,,-0.3,0.2,-0.1,-0.018,,-4.9,0.5,-4.4,-0.1
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,BOS,NBA,,25.0,138.0,10.3,0.396,0.236,7.2,12.0,9.6,5.3,3.2,1.1,,,,-0.3,0.2,-0.1,-0.023,,-4.9,0.5,-4.4,-0.1
5,1 season,,DEN,NBA,,2.0,10.0,3.8,0.333,0.0,10.7,19.8,15.4,12.6,0.0,0.0,0.0,11.5,,0.0,0.0,0.0,0.064,,-4.6,-0.1,-4.7,0.0
