,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,22.0,BOS,NBA,PF,72,2150,18.1,0.456,0.305,,,,,,3.0,4.1,7.1,0.16,
1,1957-58,23.0,BOS,NBA,PF,69,2206,16.9,0.439,0.321,,,,,,1.9,4.1,6.0,0.13,
2,1958-59,24.0,BOS,NBA,PF,66,2089,17.9,0.455,0.328,,,,,,2.5,4.1,6.5,0.15,
3,1959-60,25.0,BOS,NBA,PF,75,2420,18.4,0.463,0.243,,,,,,3.0,4.7,7.7,0.154,
4,1960-61,26.0,BOS,NBA,PF,74,2256,18.4,0.45,0.271,,,,,,1.4,5.2,6.6,0.141,
5,1961-62,27.0,BOS,NBA,PF,79,2383,20.2,0.482,0.271,,,,,,3.7,5.5,9.3,0.187,
6,1962-63,28.0,BOS,NBA,PF,76,2004,18.7,0.487,0.313,,,,,,2.5,4.4,6.8,0.163,
7,1963-64,29.0,BOS,NBA,PF,76,2040,17.0,0.458,0.28,,,,,,0.8,5.4,6.2,0.147,
8,1964-65,30.0,BOS,NBA,SF,67,1706,14.3,0.432,0.24,,,,12.9,,-0.5,4.2,3.6,0.102,
9,Career,,,NBA,,654,19254,17.9,0.46,0.284,,,,12.9,,18.3,41.7,60.0,0.15,
