,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,30.0,TOT,BAA,,57.0,,,0.291,0.252,,,,,,-0.4,0.9,0.6,,
1,1946-47,30.0,CLR,BAA,,16.0,,,0.279,0.176,,,,,,-0.3,0.2,-0.1,,
2,1946-47,30.0,TRH,BAA,,41.0,,,0.296,0.288,,,,,,-0.1,0.7,0.7,,
3,1947-48,31.0,BLB,BAA,,48.0,,,0.355,0.341,,,,,,2.1,0.9,2.9,,
4,1948-49,32.0,WSC,BAA,,50.0,,,0.307,0.327,,,,,,-1.2,1.3,0.0,,
5,1949-50,33.0,TOT,NBA,,50.0,,,0.401,0.519,,,,,,0.6,0.2,0.8,,
6,1949-50,33.0,WSC,NBA,,13.0,,,0.375,0.622,,,,,,0.0,0.2,0.2,,
7,1949-50,33.0,TRI,NBA,,8.0,,,0.378,0.467,,,,,,0.0,0.1,0.1,,
8,1949-50,33.0,SHE,NBA,,29.0,,,0.42,0.5,,,,,,0.6,-0.1,0.4,,
9,Career,,,TOT,,205.0,,,0.33,0.331,,,,,,1.0,3.2,4.3,,
10,,,,BAA,,155.0,,,0.318,0.3,,,,,,0.5,3.0,3.5,,
11,,,,NBA,,50.0,,,0.401,0.519,,,,,,0.6,0.2,0.8,,
12,,,,,,,,,,,,,,,,,,,,
13,2 seasons,,WSC,BAA,,63.0,,,0.317,0.368,,,,,,-1.2,1.5,0.3,,
14,1 season,,BLB,BAA,,48.0,,,0.355,0.341,,,,,,2.1,0.9,2.9,,
15,1 season,,TRH,BAA,,41.0,,,0.296,0.288,,,,,,-0.1,0.7,0.7,,
16,1 season,,SHE,NBA,,29.0,,,0.42,0.5,,,,,,0.6,-0.1,0.4,,
17,1 season,,CLR,BAA,,16.0,,,0.279,0.176,,,,,,-0.3,0.2,-0.1,,
18,1 season,,TRI,NBA,,8.0,,,0.378,0.467,,,,,,0.0,0.1,0.1,,
