,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,27.0,ROC,BAA,,60,,,0.475,0.477,,,,,,6.0,0.9,7.0,,
1,1949-50,28.0,ROC,NBA,,67,,,0.515,0.572,,,,,,8.6,1.9,10.5,,
2,1950-51,29.0,ROC,NBA,,68,,,0.492,0.435,,,,,,5.6,1.3,6.9,,
3,1951-52,30.0,ROC,NBA,SG,66,2498.0,20.0,0.541,0.54,,,,,,9.7,1.6,11.4,0.218,
4,1952-53,31.0,ROC,NBA,SG,70,2577.0,17.2,0.475,0.546,,,,,,5.2,2.7,7.9,0.147,
5,1953-54,32.0,ROC,NBA,SG,72,2538.0,18.0,0.468,0.513,,,,,,5.1,4.0,9.1,0.172,
6,1954-55,33.0,ROC,NBA,SG,72,2376.0,16.3,0.478,0.456,,,,,,4.0,1.4,5.4,0.109,
7,1955-56,34.0,ROC,NBA,PG,72,1980.0,14.0,0.463,0.553,,,,,,2.3,2.5,4.8,0.117,
8,1956-57,35.0,ROC,NBA,SG,21,159.0,20.7,0.592,0.939,,,,,,0.8,0.2,1.0,0.3,
9,Career,,,TOT,,568,12128.0,17.3,0.489,0.516,,,,,,47.3,16.6,63.9,0.156,
10,,,,NBA,,508,12128.0,17.3,0.491,0.52,,,,,,41.3,15.6,56.9,0.156,
11,,,,BAA,,60,,,0.475,0.477,,,,,,6.0,0.9,7.0,,
