,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1971-72,23.0,DLC,ABA,,28,174,11.8,0.475,0.224,0.184,2.3,10.0,6.1,11.5,,,8.9,21.5,,0.0,0.2,0.2,0.047,
1,1972-73,24.0,DLC,ABA,SG,3,10,-19.4,0.0,0.6,0.0,0.0,0.0,0.0,11.6,,,0.0,19.5,,-0.1,0.0,-0.1,-0.64,
2,Career,,,ABA,,31,184,10.1,0.447,0.247,0.173,2.2,9.4,5.8,11.5,,,8.4,21.4,,-0.2,0.2,0.0,0.009,
