,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1969-70,22.0,SEA,NBA,PG,64.0,771.0,13.8,0.535,0.403,,,,17.4,,,,1.2,0.4,1.6,0.098,,,,,
1,1970-71,23.0,SEA,NBA,PG,79.0,1605.0,15.2,0.504,0.341,,,5.5,19.5,,,,2.0,0.8,2.8,0.083,,,,,
2,1971-72,24.0,SEA,NBA,PG,81.0,2040.0,14.3,0.533,0.379,,,5.1,20.1,,,,3.3,1.2,4.5,0.106,,,,,
3,1972-73,25.0,SEA,NBA,PG,53.0,1061.0,12.2,0.458,0.325,,,5.6,23.8,,,,0.1,0.4,0.5,0.024,,,,,
4,1973-74,26.0,BUF,NBA,PG,36.0,433.0,8.1,0.418,0.495,4.5,5.4,4.9,12.7,1.5,0.6,,-0.2,0.1,-0.1,-0.011,,-3.1,-0.8,-3.8,-0.2
5,1974-75,27.0,BUF,NBA,PG,68.0,1259.0,11.8,0.551,0.218,3.8,6.3,5.1,13.8,1.5,1.2,,1.6,0.8,2.4,0.093,,-0.1,0.6,0.5,0.8
6,1975-76,28.0,KCK,NBA,PG,22.0,214.0,12.8,0.506,0.212,3.8,7.7,5.7,12.8,2.1,1.5,,0.2,0.2,0.4,0.084,,-0.9,0.6,-0.3,0.2
7,Career,,,NBA,,403.0,7383.0,13.3,0.512,0.344,3.9,6.2,5.3,18.5,1.6,1.1,,8.2,3.9,12.1,0.079,,-0.9,0.3,-0.6,0.7
8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,SEA,NBA,,277.0,5477.0,14.1,0.511,0.36,,,5.4,20.2,,,,6.6,2.8,9.4,0.082,,,,,
10,2 seasons,,BUF,NBA,,104.0,1692.0,10.8,0.515,0.288,4.0,6.1,5.1,13.5,1.5,1.0,,1.4,1.0,2.3,0.066,,-0.9,0.2,-0.6,0.6
11,1 season,,KCK,NBA,,22.0,214.0,12.8,0.506,0.212,3.8,7.7,5.7,12.8,2.1,1.5,,0.2,0.2,0.4,0.084,,-0.9,0.6,-0.3,0.2
