,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,26.0,CHS,BAA,,59.0,,,0.348,0.295,,,,,,2.6,1.8,4.4,,
1,1948-49,28.0,MNL,BAA,,59.0,,,0.396,0.286,,,,,,1.1,1.1,2.2,,
2,1949-50,29.0,MNL,NBA,,61.0,,,0.362,0.332,,,,,,-0.4,1.7,1.3,,
3,1950-51,30.0,MNL,NBA,,63.0,,,0.363,0.359,,,,,,-0.8,1.3,0.6,,
4,Career,,,TOT,,242.0,,,0.365,0.311,,,,,,2.6,5.9,8.5,,
5,,,,NBA,,124.0,,,0.362,0.345,,,,,,-1.1,3.0,1.9,,
6,,,,BAA,,118.0,,,0.366,0.292,,,,,,3.7,2.9,6.6,,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,MNL,BAA,,183.0,,,0.376,0.322,,,,,,0.0,4.1,4.1,,
9,1 season,,CHS,BAA,,59.0,,,0.348,0.295,,,,,,2.6,1.8,4.4,,
