,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1970-71,22.0,KEN,ABA,SG,78,1213,10.4,0.469,0.026,0.291,,,8.0,18.7,,20.9,17.4,,0.0,0.9,0.9,0.037,
1,1971-72,23.0,KEN,ABA,SG,65,889,11.3,0.532,0.133,0.326,7.3,9.0,8.2,14.0,,19.1,18.4,,1.0,1.2,2.2,0.121,
2,Career,,,ABA,,143,2102,10.8,0.495,0.071,0.305,7.3,9.0,8.1,16.7,,20.1,17.8,,1.0,2.1,3.2,0.073,
