,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1954-55,22.0,TOT,NBA,SF,71.0,2668.0,14.6,0.461,0.51,,,,,,3.5,2.4,5.9,0.106,
1,1954-55,22.0,BLB,NBA,,11.0,432.0,,0.452,0.444,,,,,,,,,,
2,1954-55,22.0,MLH,NBA,SF,60.0,2236.0,17.4,0.463,0.526,,,,,,3.5,2.4,5.9,0.127,
3,1955-56,23.0,STL,NBA,SG,17.0,444.0,12.0,0.436,0.388,,,,,,0.2,0.4,0.6,0.064,
4,1957-58,25.0,TOT,NBA,SG,38.0,426.0,7.0,0.336,0.461,,,,,,-0.9,0.3,-0.6,-0.068,
5,1957-58,25.0,STL,NBA,,26.0,195.0,4.9,0.283,0.578,,,,,,-0.8,0.2,-0.6,-0.143,
6,1957-58,25.0,MNL,NBA,SG,12.0,231.0,8.8,0.393,0.345,,,,,,-0.1,0.1,0.0,-0.006,
7,1958-59,26.0,NYK,NBA,SG,68.0,1448.0,13.8,0.463,0.433,,,,,,1.7,0.7,2.4,0.079,
8,1959-60,27.0,TOT,NBA,SG,62.0,1308.0,12.4,0.46,0.399,,,,,,1.2,1.1,2.3,0.084,
9,1959-60,27.0,SYR,NBA,SG,19.0,217.0,14.4,0.447,0.511,,,,,,0.2,0.2,0.4,0.085,
10,1959-60,27.0,MNL,NBA,SG,43.0,1091.0,12.0,0.462,0.375,,,,,,1.0,0.9,1.9,0.083,
11,1960-61,28.0,LAL,NBA,SG,77.0,2153.0,11.8,0.468,0.364,,,,,,1.9,2.2,4.1,0.092,
12,1961-62,29.0,LAL,NBA,SG,79.0,2806.0,13.2,0.481,0.391,,,,,,2.9,2.6,5.5,0.094,
13,1962-63,30.0,LAL,NBA,SG,80.0,2369.0,11.5,0.477,0.36,,,,,,1.3,2.3,3.6,0.074,
14,1963-64,31.0,LAL,NBA,SG,73.0,1286.0,9.0,0.417,0.288,,,,,,-0.7,0.7,0.0,0.0,
15,Career,,,NBA,,565.0,14908.0,12.4,0.46,0.408,,,,,,11.1,12.7,23.8,0.077,
16,,,,,,,,,,,,,,,,,,,,
17,6 seasons,,"MNL,LAL",NBA,,364.0,9936.0,11.7,0.465,0.363,,,,,,6.3,8.8,15.2,0.073,
18,3 seasons,,"MLH,STL",NBA,,103.0,2875.0,15.7,0.447,0.509,,,,,,2.9,3.0,5.9,0.099,
19,1 season,,NYK,NBA,,68.0,1448.0,13.8,0.463,0.433,,,,,,1.7,0.7,2.4,0.079,
20,1 season,,SYR,NBA,,19.0,217.0,14.4,0.447,0.511,,,,,,0.2,0.2,0.4,0.085,
21,1 season,,BLB,NBA,,11.0,432.0,,0.452,0.444,,,,,,,,,,
