,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1968-69,23.0,SFW,NBA,C,31.0,559.0,12.6,0.469,0.522,,,,7.3,,,,,,0.2,0.9,1.1,0.095,,,,,
1,1969-70,24.0,SFW,NBA,C,63.0,685.0,11.8,0.534,0.581,,,,4.7,,,,,,0.7,0.9,1.6,0.113,,,,,
2,1970-71,25.0,POR,NBA,C,80.0,1823.0,14.0,0.527,0.414,,,15.0,13.2,,,,,,2.3,2.2,4.4,0.116,,,,,
3,1971-72,26.0,POR,NBA,C,81.0,2693.0,15.8,0.581,0.485,,,15.0,14.2,,,,,,5.4,0.9,6.3,0.112,,,,,
4,1972-73,27.0,PHI,NBA,C,78.0,1136.0,15.3,0.563,0.388,,,13.9,12.4,,,,,,2.2,0.8,3.0,0.126,,,,,
5,1973-74,28.0,ATL,NBA,C,57.0,547.0,13.3,0.522,0.37,9.8,18.9,14.3,10.3,2.0,2.1,,,,0.4,0.7,1.1,0.098,,-1.1,1.2,0.1,0.3
6,1974-75,29.0,BUF,NBA,C,76.0,962.0,13.1,0.579,0.68,8.6,18.9,14.0,13.4,0.8,2.2,,,,0.9,1.1,2.0,0.102,,-1.4,1.4,0.0,0.5
7,1975-76,30.0,BUF,NBA,C,71.0,773.0,10.7,0.558,0.664,8.1,21.7,15.1,12.9,0.7,1.1,,,,0.3,0.9,1.2,0.076,,-2.5,0.9,-1.6,0.1
8,1976-77,31.0,PHO,NBA,C,39.0,337.0,8.5,0.409,0.431,9.6,15.9,12.8,14.3,1.1,1.3,,,,-0.4,0.4,0.1,0.009,,-4.1,0.7,-3.4,-0.1
9,1977-78,32.0,POR,NBA,C,10.0,109.0,6.0,0.464,0.947,4.9,15.0,10.0,19.9,1.3,1.0,35.8,15.2,,-0.2,0.2,0.0,-0.006,,-3.9,0.7,-3.2,0.0
10,Career,,,NBA,,586.0,9624.0,13.7,0.545,0.485,8.7,19.2,14.5,12.4,1.1,1.7,35.8,15.2,,12.0,8.9,20.8,0.104,,-2.1,1.1,-1.0,0.7
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3 seasons,,POR,NBA,,171.0,4625.0,14.9,0.556,0.461,4.9,15.0,14.9,13.9,1.3,1.0,35.8,15.2,,7.5,3.2,10.7,0.111,,-3.9,0.7,-3.2,0.0
13,2 seasons,,BUF,NBA,,147.0,1735.0,12.0,0.571,0.673,8.4,20.2,14.5,13.2,0.8,1.7,,,,1.3,2.0,3.3,0.09,,-1.9,1.2,-0.7,0.6
14,2 seasons,,SFW,NBA,,94.0,1244.0,12.2,0.503,0.552,,,,5.9,,,,,,0.9,1.8,2.7,0.105,,,,,
15,1 season,,PHI,NBA,,78.0,1136.0,15.3,0.563,0.388,,,13.9,12.4,,,,,,2.2,0.8,3.0,0.126,,,,,
16,1 season,,ATL,NBA,,57.0,547.0,13.3,0.522,0.37,9.8,18.9,14.3,10.3,2.0,2.1,,,,0.4,0.7,1.1,0.098,,-1.1,1.2,0.1,0.3
17,1 season,,PHO,NBA,,39.0,337.0,8.5,0.409,0.431,9.6,15.9,12.8,14.3,1.1,1.3,,,,-0.4,0.4,0.1,0.009,,-4.1,0.7,-3.4,-0.1
