,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1969-70,22.0,LAL,NBA,C,74.0,2005.0,11.2,0.474,0.362,,,,5.8,,,,0.1,2.9,3.0,0.072,,,,,
1,1970-71,23.0,LAL,NBA,C,65.0,909.0,11.8,0.464,0.475,,,15.0,6.4,,,,0.1,0.9,1.0,0.05,,,,,
2,1971-72,24.0,CLE,NBA,PF,63.0,2207.0,13.6,0.485,0.532,,,17.6,6.7,,,,0.9,2.5,3.5,0.075,,,,,
3,1972-73,25.0,CLE,NBA,C,62.0,2127.0,13.3,0.467,0.409,,,15.8,8.7,,,,0.4,3.2,3.6,0.08,,,,,
4,1973-74,26.0,POR,NBA,C,69.0,2060.0,16.1,0.498,0.396,12.2,22.7,17.4,8.8,1.4,1.4,,1.9,1.4,3.2,0.075,,-0.2,-1.7,-1.9,0.1
5,1974-75,27.0,NOJ,NBA,C,16.0,339.0,13.1,0.474,0.37,11.2,24.1,17.4,9.8,0.9,1.3,,0.0,0.4,0.4,0.053,,-1.9,-0.6,-2.6,-0.1
6,1975-76,28.0,KCK,NBA,C,74.0,709.0,10.3,0.417,0.572,10.5,23.2,16.8,10.1,1.2,1.3,,-0.7,0.8,0.0,0.002,,-4.1,-0.3,-4.4,-0.4
7,Career,,,NBA,,423.0,10356.0,13.2,0.476,0.436,11.7,23.0,16.7,7.7,1.3,1.3,,2.6,12.0,14.6,0.068,,-1.3,-1.3,-2.5,-0.4
8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,LAL,NBA,,139.0,2914.0,11.4,0.471,0.4,,,15.0,6.0,,,,0.2,3.8,4.0,0.065,,,,,
10,2 seasons,,CLE,NBA,,125.0,4334.0,13.4,0.476,0.47,,,16.7,7.7,,,,1.3,5.7,7.0,0.078,,,,,
11,1 season,,KCK,NBA,,74.0,709.0,10.3,0.417,0.572,10.5,23.2,16.8,10.1,1.2,1.3,,-0.7,0.8,0.0,0.002,,-4.1,-0.3,-4.4,-0.4
12,1 season,,POR,NBA,,69.0,2060.0,16.1,0.498,0.396,12.2,22.7,17.4,8.8,1.4,1.4,,1.9,1.4,3.2,0.075,,-0.2,-1.7,-1.9,0.1
13,1 season,,NOJ,NBA,,16.0,339.0,13.1,0.474,0.37,11.2,24.1,17.4,9.8,0.9,1.3,,0.0,0.4,0.4,0.053,,-1.9,-0.6,-2.6,-0.1
