,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,27.0,WAT,NBA,PF,62.0,,,0.47,0.34,,,,,,6.3,-0.7,5.6,,
1,1950-51,28.0,TOT,NBA,PF,66.0,,,0.404,0.231,,,,,,0.5,1.5,1.9,,
2,1950-51,28.0,BLB,NBA,PF,16.0,,,0.392,0.3,,,,,,0.0,0.5,0.5,,
3,1950-51,28.0,BOS,NBA,PF,7.0,,,0.375,0.288,,,,,,-0.1,0.1,0.0,,
4,1950-51,28.0,FTW,NBA,PF,43.0,,,0.416,0.184,,,,,,0.5,0.9,1.4,,
5,1951-52,29.0,MLH,NBA,PF,65.0,2294.0,10.7,0.392,0.203,,,,,,-1.0,1.6,0.6,0.012,
6,Career,,,NBA,,193.0,2294.0,10.7,0.425,0.262,,,,,,5.8,2.3,8.1,0.012,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,MLH,NBA,,65.0,2294.0,10.7,0.392,0.203,,,,,,-1.0,1.6,0.6,0.012,
9,1 season,,WAT,NBA,,62.0,,,0.47,0.34,,,,,,6.3,-0.7,5.6,,
10,1 season,,FTW,NBA,,43.0,,,0.416,0.184,,,,,,0.5,0.9,1.4,,
11,1 season,,BLB,NBA,,16.0,,,0.392,0.3,,,,,,0.0,0.5,0.5,,
12,1 season,,BOS,NBA,,7.0,,,0.375,0.288,,,,,,-0.1,0.1,0.0,,
