,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1968-69,23.0,DNR,ABA,PF,77.0,1819.0,14.0,0.461,0.086,0.158,,,9.1,3.7,,8.9,23.1,,-0.2,1.4,1.2,0.031,
1,1969-70,24.0,DNR,ABA,PF,74.0,1302.0,9.7,0.447,0.093,0.185,,,8.5,4.2,,11.5,18.6,,-0.6,1.5,0.8,0.031,
2,1971-72,26.0,FLO,ABA,PF,6.0,28.0,-9.6,0.188,0.0,0.0,3.4,3.5,3.5,9.4,,15.8,26.2,,-0.3,0.0,-0.2,-0.415,
3,Career,,,ABA,,157.0,3149.0,12.0,0.453,0.088,0.166,3.4,3.5,8.8,3.9,,9.9,21.3,,-1.0,2.8,1.8,0.027,
4,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,DNR,ABA,,151.0,3121.0,12.2,0.456,0.089,0.168,,,8.8,3.9,,9.9,21.2,,-0.8,2.8,2.0,0.031,
6,1 season,,FLO,ABA,,6.0,28.0,-9.6,0.188,0.0,0.0,3.4,3.5,3.5,9.4,,15.8,26.2,,-0.3,0.0,-0.2,-0.415,
