,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1963-64,24.0,BOS,NBA,SG,31.0,261.0,11.8,0.397,0.355,,,,,,-0.3,0.8,0.5,0.084,
1,1964-65,25.0,BOS,NBA,SG,72.0,996.0,14.0,0.475,0.336,,,,15.9,,1.0,2.1,3.2,0.152,
2,1965-66,26.0,BOS,NBA,PG,71.0,1675.0,16.5,0.505,0.377,,,,14.1,,3.1,2.7,5.8,0.166,
3,1966-67,27.0,BOS,NBA,PG,73.0,1891.0,16.2,0.522,0.417,,,,17.5,,3.7,2.7,6.4,0.163,
4,1967-68,28.0,BOS,NBA,PG,62.0,1937.0,13.1,0.506,0.432,,,,18.6,,2.2,2.9,5.1,0.126,
5,1968-69,29.0,BOS,NBA,PG,79.0,2560.0,13.6,0.466,0.377,,,,19.3,,1.2,4.4,5.6,0.106,
6,1969-70,30.0,BOS,NBA,PG,78.0,2081.0,13.7,0.485,0.285,,,,19.5,,0.9,2.0,2.9,0.067,
7,1970-71,31.0,SDR,NBA,PG,53.0,1673.0,11.6,0.474,0.405,,,5.4,25.5,,0.6,2.9,3.5,0.101,
8,1971-72,32.0,TOT,NBA,PG,31.0,558.0,6.9,0.424,0.301,,,3.6,15.9,,-0.3,0.4,0.1,0.01,
9,1971-72,32.0,HOU,NBA,PG,10.0,223.0,6.0,0.46,0.304,,,2.0,10.8,,0.0,0.2,0.2,0.044,
10,1971-72,32.0,ATL,NBA,PG,21.0,335.0,7.6,0.402,0.299,,,4.7,19.2,,-0.3,0.2,-0.1,-0.012,
11,Career,,,NBA,,550.0,13632.0,13.7,0.488,0.371,,,5.0,18.7,,12.2,20.9,33.1,0.116,
12,,,,,,,,,,,,,,,,,,,,
13,7 seasons,,BOS,NBA,,466.0,11401.0,14.4,0.491,0.37,,,,17.8,,11.8,17.6,29.4,0.124,
14,2 seasons,,"SDR,HOU",NBA,,63.0,1896.0,10.9,0.472,0.394,,,5.0,23.8,,0.6,3.1,3.7,0.094,
15,1 season,,ATL,NBA,,21.0,335.0,7.6,0.402,0.299,,,4.7,19.2,,-0.3,0.2,-0.1,-0.012,
