,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1974-75,22.0,NOJ,NBA,SF,76,1731,14.4,0.516,0.244,7.8,13.5,10.6,6.1,1.0,0.5,,,,1.8,1.1,2.9,0.08,,-0.6,-1.6,-2.2,-0.1
1,1975-76,23.0,NOJ,NBA,SF,75,1346,13.7,0.495,0.343,6.8,11.6,9.2,6.8,1.1,0.2,,,,1.0,1.2,2.2,0.079,,-1.1,-1.5,-2.6,-0.2
2,1976-77,24.0,NOJ,NBA,SF,52,1059,14.4,0.527,0.235,5.2,11.7,8.5,8.0,0.8,0.2,,,,1.3,0.8,2.1,0.095,,-0.4,-1.3,-1.7,0.1
3,1977-78,25.0,NOJ,NBA,SF,80,2118,13.3,0.523,0.182,7.5,11.5,9.5,7.6,0.8,0.5,12.3,19.0,,2.7,1.5,4.3,0.096,,-0.7,-1.0,-1.7,0.1
4,1978-79,26.0,NOJ,NBA,SF,73,1417,12.7,0.526,0.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,,1.0,0.7,1.7,0.057,,-1.8,-1.7,-3.5,-0.5
5,Career,,,NBA,,356,7671,13.6,0.517,0.24,7.0,11.8,9.4,7.3,0.9,0.5,12.9,20.0,,7.9,5.3,13.1,0.082,,-0.9,-1.4,-2.3,-0.6
