,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,22.0,TOT,NBA,,8.0,60.0,10.9,0.505,1.1,,,,,,0.1,0.0,0.2,0.138,
1,1953-54,22.0,BLB,NBA,,4.0,36.0,1.1,0.458,1.2,,,,,,0.0,0.0,0.0,0.042,
2,1953-54,22.0,MLH,NBA,,4.0,24.0,25.6,0.556,1.0,,,,,,0.1,0.0,0.1,0.282,
3,1954-55,23.0,NYK,NBA,PF,37.0,503.0,11.2,0.408,0.266,,,,,,-0.2,0.5,0.4,0.034,
4,1955-56,24.0,NYK,NBA,SF,58.0,779.0,12.9,0.444,0.343,,,,,,0.4,0.5,0.9,0.057,
5,Career,,,NBA,,103.0,1342.0,12.2,0.434,0.332,,,,,,0.4,1.1,1.5,0.052,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,NYK,NBA,,95.0,1282.0,12.3,0.432,0.316,,,,,,0.2,1.0,1.3,0.048,
8,1 season,,MLH,NBA,,4.0,24.0,25.6,0.556,1.0,,,,,,0.1,0.0,0.1,0.282,
9,1 season,,BLB,NBA,,4.0,36.0,1.1,0.458,1.2,,,,,,0.0,0.0,0.0,0.042,
