,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,22.0,TOT,NBA,SG,66.0,,,0.411,0.374,,,,,,1.4,2.3,3.6,,
1,1950-51,22.0,BLB,NBA,SG,52.0,,,0.42,0.378,,,,,,1.6,1.6,3.2,,
2,1950-51,22.0,FTW,NBA,SG,14.0,,,0.373,0.356,,,,,,-0.2,0.6,0.5,,
3,1953-54,25.0,FTW,NBA,SG,49.0,528.0,8.0,0.336,0.308,,,,,,-1.2,0.5,-0.7,-0.065,
4,1954-55,26.0,TOT,NBA,SG,66.0,1590.0,9.7,0.399,0.241,,,,,,-0.6,1.3,0.7,0.022,
5,1954-55,26.0,BLB,NBA,SG,6.0,134.0,,0.417,0.23,,,,,,,,,,
6,1954-55,26.0,PHW,NBA,SG,60.0,1456.0,10.6,0.396,0.243,,,,,,-0.6,1.3,0.7,0.024,
7,Career,,,NBA,,181.0,2118.0,9.2,0.398,0.322,,,,,,-0.4,4.0,3.6,0.0,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,FTW,NBA,,63.0,528.0,8.0,0.353,0.33,,,,,,-1.4,1.1,-0.3,-0.065,
10,1 season,,PHW,NBA,,60.0,1456.0,10.6,0.396,0.243,,,,,,-0.6,1.3,0.7,0.024,
11,2 seasons,,BLB,NBA,,58.0,134.0,,0.42,0.367,,,,,,1.6,1.6,3.2,0.0,
