,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1969-70,21.0,PHO,NBA,C,82.0,1394.0,14.0,0.512,0.442,,,,7.7,,,,1.4,0.7,2.1,0.071,,,,,
1,1970-71,22.0,PHO,NBA,C,82.0,2033.0,16.1,0.497,0.284,,,15.2,8.5,,,,2.1,3.1,5.1,0.121,,,,,
2,1971-72,23.0,PHO,NBA,C,81.0,2142.0,18.4,0.525,0.325,,,14.9,10.5,,,,3.9,3.2,7.1,0.159,,,,,
3,1972-73,24.0,PHO,NBA,C,81.0,3114.0,18.0,0.507,0.244,,,15.7,13.2,,,,4.3,2.5,6.8,0.105,,,,,
4,1973-74,25.0,PHO,NBA,C,82.0,2549.0,19.1,0.502,0.239,9.4,23.7,16.6,19.2,1.3,1.1,,3.8,2.3,6.1,0.115,,2.3,-0.3,1.9,2.5
5,1974-75,26.0,TOT,NBA,C,67.0,1125.0,14.8,0.464,0.222,7.9,23.0,15.2,16.5,1.5,1.1,,-0.1,1.3,1.2,0.053,,-1.5,0.3,-1.3,0.2
6,1974-75,26.0,NOJ,NBA,C,37.0,851.0,15.4,0.465,0.223,8.3,23.0,15.4,18.0,1.5,1.2,,0.0,1.0,1.0,0.055,,-1.0,0.4,-0.6,0.3
7,1974-75,26.0,NYK,NBA,C,30.0,274.0,13.0,0.46,0.217,6.8,22.8,14.7,11.8,1.2,0.6,,0.0,0.3,0.3,0.046,,-3.2,-0.1,-3.3,-0.1
8,1975-76,27.0,NYK,NBA,C,82.0,1340.0,14.5,0.463,0.163,7.4,22.7,14.9,13.2,0.9,0.9,,0.2,1.5,1.7,0.06,,-1.2,-0.2,-1.4,0.2
9,1976-77,28.0,NYK,NBA,C,11.0,135.0,12.6,0.516,0.123,4.0,16.8,10.5,6.2,1.3,1.2,,0.1,0.1,0.2,0.07,,-2.6,-0.1,-2.7,0.0
10,Career,,,NBA,,568.0,13832.0,16.9,0.501,0.269,8.4,23.1,15.5,12.9,1.2,1.1,,15.6,14.7,30.3,0.105,,0.4,-0.2,0.2,2.9
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5 seasons,,PHO,NBA,,408.0,11232.0,17.5,0.508,0.287,9.4,23.7,15.6,12.5,1.3,1.1,,15.4,11.7,27.2,0.116,,2.3,-0.3,1.9,2.5
13,3 seasons,,NYK,NBA,,123.0,1749.0,14.1,0.467,0.168,7.0,22.3,14.5,12.4,1.0,0.9,,0.2,2.0,2.1,0.059,,-1.6,-0.2,-1.8,0.1
14,1 season,,NOJ,NBA,,37.0,851.0,15.4,0.465,0.223,8.3,23.0,15.4,18.0,1.5,1.2,,0.0,1.0,1.0,0.055,,-1.0,0.4,-0.6,0.3
