,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,27.0,TOT,BAA,,58.0,,,0.346,0.421,,,,,,-0.9,2.8,1.8,,
1,1948-49,27.0,INJ,BAA,,41.0,,,0.338,0.419,,,,,,-1.1,2.0,0.9,,
2,1948-49,27.0,FTW,BAA,,17.0,,,0.377,0.428,,,,,,0.2,0.8,1.0,,
3,1949-50,28.0,TOT,NBA,,65.0,,,0.346,0.395,,,,,,-2.2,5.0,2.8,,
4,1949-50,28.0,FTW,NBA,,36.0,,,0.362,0.48,,,,,,-0.7,2.2,1.5,,
5,1949-50,28.0,AND,NBA,,29.0,,,0.326,0.296,,,,,,-1.5,2.8,1.3,,
6,1951-52,30.0,MLH,NBA,,13.0,117.0,1.1,0.234,0.387,,,,,,-0.5,0.1,-0.4,-0.148,
7,Career,,,TOT,,136.0,117.0,1.1,0.344,0.407,,,,,,-3.6,7.9,4.3,-0.148,
8,,,,NBA,,78.0,117.0,1.1,0.342,0.395,,,,,,-2.7,5.1,2.5,-0.148,
9,,,,BAA,,58.0,,,0.346,0.421,,,,,,-0.9,2.8,1.8,,
10,,,,,,,,,,,,,,,,,,,,
11,2 seasons,,FTW,BAA,,53.0,,,0.366,0.467,,,,,,-0.5,3.0,2.5,,
12,1 season,,INJ,BAA,,41.0,,,0.338,0.419,,,,,,-1.1,2.0,0.9,,
13,1 season,,AND,NBA,,29.0,,,0.326,0.296,,,,,,-1.5,2.8,1.3,,
14,1 season,,MLH,NBA,,13.0,117.0,1.1,0.234,0.387,,,,,,-0.5,0.1,-0.4,-0.148,
