,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,24.0,TRH,BAA,,60.0,,,0.336,0.344,,,,,,3.0,1.4,4.4,,
1,1949-50,27.0,TOT,NBA,,8.0,,,0.262,0.333,,,,,,-0.2,0.0,-0.1,,
2,1949-50,27.0,BLB,NBA,,3.0,,,0.316,0.6,,,,,,0.0,0.0,0.0,,
3,1949-50,27.0,STB,NBA,,5.0,,,0.23,0.2,,,,,,-0.1,0.0,-0.1,,
4,Career,,,TOT,,68.0,,,0.335,0.343,,,,,,2.9,1.4,4.3,,
5,,,,BAA,,60.0,,,0.336,0.344,,,,,,3.0,1.4,4.4,,
6,,,,NBA,,8.0,,,0.262,0.333,,,,,,-0.2,0.0,-0.1,,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,TRH,BAA,,60.0,,,0.336,0.344,,,,,,3.0,1.4,4.4,,
9,1 season,,STB,NBA,,5.0,,,0.23,0.2,,,,,,-0.1,0.0,-0.1,,
10,1 season,,BLB,NBA,,3.0,,,0.316,0.6,,,,,,0.0,0.0,0.0,,
