,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1962-63,23.0,SFW,NBA,SG,29.0,271.0,6.3,0.387,,0.162,,,,,,,,-0.4,0.2,-0.2,-0.038,
1,1963-64,24.0,PHI,NBA,SG,23.0,196.0,6.1,0.337,,0.267,,,,,,,,-0.7,0.1,-0.6,-0.143,
2,1969-70,30.0,MMF,ABA,SG,54.0,824.0,10.8,0.451,0.118,0.231,,,8.5,9.5,12.9,20.0,,-0.3,0.6,0.3,0.019,
3,1970-71,31.0,PTC,ABA,SG,14.0,166.0,3.9,0.345,0.115,0.213,,,8.1,9.8,13.0,16.2,,-0.4,0.1,-0.3,-0.084,
4,Career,,,TOT,,120.0,1457.0,8.5,0.411,0.078,0.223,,,8.5,9.6,12.9,19.4,,-1.8,1.1,-0.8,-0.025,
5,,,,ABA,,68.0,990.0,9.6,0.436,0.118,0.229,,,8.5,9.6,12.9,19.4,,-0.7,0.7,0.0,0.002,
6,,,,NBA,,52.0,467.0,6.3,0.362,,0.213,,,,,,,,-1.1,0.3,-0.8,-0.082,
7,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,MMF,ABA,,54.0,824.0,10.8,0.451,0.118,0.231,,,8.5,9.5,12.9,20.0,,-0.3,0.6,0.3,0.019,
9,1 season,,SFW,NBA,,29.0,271.0,6.3,0.387,,0.162,,,,,,,,-0.4,0.2,-0.2,-0.038,
10,1 season,,PHI,NBA,,23.0,196.0,6.1,0.337,,0.267,,,,,,,,-0.7,0.1,-0.6,-0.143,
11,1 season,,PTC,ABA,,14.0,166.0,3.9,0.345,0.115,0.213,,,8.1,9.8,13.0,16.2,,-0.4,0.1,-0.3,-0.084,
