,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,29.0,WSC,BAA,,58.0,,,0.325,0.232,,,,,,1.6,3.9,5.4,,
1,1947-48,30.0,WSC,BAA,,47.0,,,0.28,0.266,,,,,,-1.5,2.4,1.0,,
2,1948-49,31.0,TOT,BAA,,42.0,,,0.331,0.283,,,,,,-0.5,0.6,0.1,,
3,1948-49,31.0,BLB,BAA,,29.0,,,0.328,0.315,,,,,,-0.4,0.3,-0.2,,
4,1948-49,31.0,PHW,BAA,,13.0,,,0.34,0.167,,,,,,-0.1,0.3,0.3,,
5,Career,,,BAA,,147.0,,,0.309,0.253,,,,,,-0.4,6.9,6.5,,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,WSC,BAA,,105.0,,,0.305,0.247,,,,,,0.1,6.3,6.4,,
8,1 season,,BLB,BAA,,29.0,,,0.328,0.315,,,,,,-0.4,0.3,-0.2,,
9,1 season,,PHW,BAA,,13.0,,,0.34,0.167,,,,,,-0.1,0.3,0.3,,
