,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1976-77,21.0,ATL,NBA,C,59.0,1354.0,11.5,0.468,0.376,8.6,23.2,15.8,6.4,1.1,1.7,,,,-0.4,1.4,1.0,0.035,,-3.1,-0.3,-3.5,-0.5
1,1978-79,23.0,TOT,NBA,C,39.0,476.0,9.1,0.473,0.237,10.2,17.0,13.6,4.1,1.0,1.2,16.5,17.0,,-0.1,0.4,0.3,0.031,,-3.5,-1.0,-4.6,-0.4
2,1978-79,23.0,HOU,NBA,C,5.0,16.0,13.2,0.581,0.333,13.8,26.8,20.4,0.0,0.0,0.0,12.7,19.4,,0.0,0.0,0.0,0.147,,-4.3,-0.3,-4.6,0.0
3,1978-79,23.0,BOS,NBA,C,12.0,131.0,9.5,0.485,0.313,10.1,15.4,12.7,6.2,1.4,1.6,19.2,20.1,,-0.1,0.1,0.0,0.017,,-4.0,-0.4,-4.4,-0.1
4,1978-79,23.0,NYK,NBA,C,22.0,329.0,8.8,0.46,0.196,10.1,17.1,13.6,3.4,0.8,1.1,15.3,15.6,,-0.1,0.3,0.2,0.031,,-3.3,-1.3,-4.6,-0.2
5,Career,,,NBA,,98.0,1830.0,10.9,0.47,0.34,9.0,21.6,15.2,5.8,1.1,1.6,16.5,17.0,,-0.5,1.8,1.3,0.034,,-3.2,-0.5,-3.8,-0.9
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,ATL,NBA,,59.0,1354.0,11.5,0.468,0.376,8.6,23.2,15.8,6.4,1.1,1.7,,,,-0.4,1.4,1.0,0.035,,-3.1,-0.3,-3.5,-0.5
8,1 season,,NYK,NBA,,22.0,329.0,8.8,0.46,0.196,10.1,17.1,13.6,3.4,0.8,1.1,15.3,15.6,,-0.1,0.3,0.2,0.031,,-3.3,-1.3,-4.6,-0.2
9,1 season,,BOS,NBA,,12.0,131.0,9.5,0.485,0.313,10.1,15.4,12.7,6.2,1.4,1.6,19.2,20.1,,-0.1,0.1,0.0,0.017,,-4.0,-0.4,-4.4,-0.1
10,1 season,,HOU,NBA,,5.0,16.0,13.2,0.581,0.333,13.8,26.8,20.4,0.0,0.0,0.0,12.7,19.4,,0.0,0.0,0.0,0.147,,-4.3,-0.3,-4.6,0.0
