,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1964-65,22.0,CIN,NBA,C,39.0,288.0,2.6,0.271,0.194,,,,5.0,,-1.6,0.2,-1.4,-0.236,
1,1965-66,23.0,CIN,NBA,C,47.0,276.0,12.4,0.431,0.304,,,,8.3,,-0.1,0.2,0.1,0.015,
2,1966-67,24.0,TOT,NBA,C,55.0,573.0,10.5,0.419,0.368,,,,3.5,,-0.5,0.7,0.2,0.014,
3,1966-67,24.0,CIN,NBA,C,12.0,125.0,3.9,0.302,0.39,,,,0.0,,-0.4,0.1,-0.3,-0.12,
4,1966-67,24.0,CHI,NBA,C,43.0,448.0,12.3,0.445,0.363,,,,4.5,,-0.1,0.6,0.5,0.051,
5,1967-68,25.0,SEA,NBA,C,77.0,1236.0,10.0,0.412,0.311,,,,5.6,,-1.4,0.8,-0.6,-0.023,
6,1968-69,26.0,TOT,NBA,C,79.0,1846.0,13.2,0.455,0.354,,,,7.7,,0.1,1.3,1.4,0.037,
7,1968-69,26.0,PHO,NBA,C,41.0,1294.0,12.6,0.434,0.314,,,,7.9,,-0.6,0.5,0.0,-0.001,
8,1968-69,26.0,PHI,NBA,C,38.0,552.0,14.5,0.507,0.462,,,,7.2,,0.6,0.8,1.5,0.128,
9,1969-70,27.0,PHI,NBA,C,67.0,836.0,12.9,0.471,0.566,,,,7.3,,0.0,1.2,1.2,0.071,
10,1970-71,28.0,BUF,NBA,PF,46.0,713.0,10.2,0.401,0.257,,,14.7,9.2,,-1.0,0.6,-0.4,-0.029,
11,Career,,,NBA,,410.0,5768.0,11.3,0.425,0.349,,,14.7,6.8,,-4.6,5.0,0.5,0.004,
12,,,,,,,,,,,,,,,,,,,,
13,2 seasons,,PHI,NBA,,105.0,1388.0,13.6,0.484,0.527,,,,7.3,,0.7,2.0,2.7,0.093,
14,3 seasons,,CIN,NBA,,98.0,689.0,6.8,0.342,0.263,,,,5.4,,-2.1,0.5,-1.6,-0.114,
15,1 season,,SEA,NBA,,77.0,1236.0,10.0,0.412,0.311,,,,5.6,,-1.4,0.8,-0.6,-0.023,
16,1 season,,BUF,NBA,,46.0,713.0,10.2,0.401,0.257,,,14.7,9.2,,-1.0,0.6,-0.4,-0.029,
17,1 season,,CHI,NBA,,43.0,448.0,12.3,0.445,0.363,,,,4.5,,-0.1,0.6,0.5,0.051,
18,1 season,,PHO,NBA,,41.0,1294.0,12.6,0.434,0.314,,,,7.9,,-0.6,0.5,0.0,-0.001,
