,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,26.0,FTW,BAA,,59.0,,,0.306,0.287,,,,,,-2.6,3.0,0.4,,
1,1949-50,27.0,TOT,NBA,,59.0,,,0.367,0.552,,,,,,0.1,0.1,0.2,,
2,1949-50,27.0,AND,NBA,,12.0,,,0.198,0.48,,,,,,-0.7,0.6,-0.2,,
3,1949-50,27.0,WAT,NBA,,47.0,,,0.393,0.564,,,,,,0.8,-0.5,0.4,,
4,Career,,,TOT,,118.0,,,0.331,0.39,,,,,,-2.5,3.1,0.6,,
5,,,,BAA,,59.0,,,0.306,0.287,,,,,,-2.6,3.0,0.4,,
6,,,,NBA,,59.0,,,0.367,0.552,,,,,,0.1,0.1,0.2,,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,FTW,BAA,,59.0,,,0.306,0.287,,,,,,-2.6,3.0,0.4,,
9,1 season,,WAT,NBA,,47.0,,,0.393,0.564,,,,,,0.8,-0.5,0.4,,
10,1 season,,AND,NBA,,12.0,,,0.198,0.48,,,,,,-0.7,0.6,-0.2,,
