,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,28.0,TOT,NBA,PG,67.0,,,0.353,0.166,,,,,,-1.5,4.5,2.9,,
1,1949-50,28.0,AND,NBA,PG,35.0,,,0.364,0.195,,,,,,-0.4,2.8,2.4,,
2,1949-50,28.0,FTW,NBA,PG,32.0,,,0.339,0.13,,,,,,-1.2,1.7,0.5,,
3,1950-51,29.0,FTW,NBA,PG,68.0,,,0.361,0.22,,,,,,-1.7,2.5,0.8,,
4,1951-52,30.0,FTW,NBA,PG,66.0,2265.0,8.8,0.4,0.236,,,,,,0.0,1.6,1.6,0.034,
5,1952-53,31.0,FTW,NBA,PG,3.0,30.0,8.4,0.388,0.333,,,,,,0.0,0.0,0.0,0.031,
6,Career,,,NBA,,204.0,2295.0,8.8,0.369,0.205,,,,,,-3.3,8.6,5.3,0.034,
7,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,FTW,NBA,,169.0,2295.0,8.8,0.371,0.208,,,,,,-2.9,5.8,2.9,0.034,
9,1 season,,AND,NBA,,35.0,,,0.364,0.195,,,,,,-0.4,2.8,2.4,,
