,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,27.0,TRI,NBA,SF,64.0,,,0.405,0.287,,,,,,1.6,2.1,3.7,,
1,1950-51,28.0,TRI,NBA,SF,68.0,,,0.408,0.312,,,,,,0.9,2.9,3.8,,
2,1951-52,29.0,TOT,NBA,SF,66.0,1904.0,11.2,0.387,0.408,,,,,,-1.5,1.4,-0.1,-0.003,
3,1951-52,29.0,MLH,NBA,SF,50.0,1616.0,11.6,0.385,0.419,,,,,,-1.4,1.2,-0.2,-0.007,
4,1951-52,29.0,FTW,NBA,SF,16.0,288.0,8.9,0.4,0.345,,,,,,-0.1,0.2,0.1,0.022,
5,1952-53,30.0,FTW,NBA,SF,69.0,1571.0,10.7,0.389,0.345,,,,,,-1.6,1.5,-0.1,-0.002,
6,Career,,,NBA,,267.0,3475.0,11.0,0.399,0.334,,,,,,-0.5,7.9,7.3,-0.003,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,"TRI,MLH",NBA,,182.0,1616.0,11.6,0.401,0.331,,,,,,1.1,6.2,7.3,-0.007,
9,2 seasons,,FTW,NBA,,85.0,1859.0,10.5,0.39,0.345,,,,,,-1.6,1.7,0.1,0.002,
