,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1971-72,23.0,TOT,ABA,PF,12.0,66.0,25.1,0.537,0.0,0.029,20.3,23.8,22.2,13.7,,10.4,22.4,,0.1,0.1,0.2,0.151,
1,1971-72,23.0,UTS,ABA,,9.0,59.0,23.0,0.526,0.0,0.034,17.9,25.0,21.6,7.6,,9.2,21.2,,0.1,0.1,0.2,0.131,
2,1971-72,23.0,FLO,ABA,PF,3.0,7.0,43.4,0.6,0.0,0.0,40.8,14.1,27.7,64.7,,16.7,33.2,,0.0,0.0,0.0,0.318,
3,Career,,,ABA,,12.0,66.0,25.1,0.537,0.0,0.029,20.3,23.8,22.2,13.7,,10.4,22.4,,0.1,0.1,0.2,0.151,
4,,,,,,,,,,,,,,,,,,,,,,,,
5,1 season,,UTS,ABA,,9.0,59.0,23.0,0.526,0.0,0.034,17.9,25.0,21.6,7.6,,9.2,21.2,,0.1,0.1,0.2,0.131,
6,1 season,,FLO,ABA,,3.0,7.0,43.4,0.6,0.0,0.0,40.8,14.1,27.7,64.7,,16.7,33.2,,0.0,0.0,0.0,0.318,
