,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1962-63,22.0,STL,NBA,PG,42.0,435.0,10.6,0.403,0.224,,,,,,-0.5,0.6,0.1,0.01,
1,1963-64,23.0,TOT,NBA,PG,48.0,662.0,10.5,0.45,0.284,,,,,,0.1,0.2,0.3,0.025,
2,1963-64,23.0,STL,NBA,PG,2.0,6.0,2.4,0.291,0.333,,,,,,0.0,0.0,0.0,-0.218,
3,1963-64,23.0,NYK,NBA,PG,4.0,50.0,8.1,0.355,0.421,,,,,,-0.1,0.0,-0.1,-0.099,
4,1963-64,23.0,DET,NBA,PG,42.0,606.0,10.8,0.462,0.271,,,,,,0.3,0.2,0.5,0.038,
5,1964-65,24.0,DET,NBA,PG,4.0,26.0,18.4,0.497,0.636,,,,25.9,,0.1,0.0,0.1,0.156,
6,Career,,,NBA,,94.0,1123.0,10.8,0.432,0.268,,,,25.9,,-0.3,0.9,0.5,0.022,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,DET,NBA,,46.0,632.0,11.1,0.464,0.289,,,,25.9,,0.3,0.3,0.6,0.043,
9,2 seasons,,STL,NBA,,44.0,441.0,10.5,0.401,0.226,,,,,,-0.5,0.6,0.1,0.007,
10,1 season,,NYK,NBA,,4.0,50.0,8.1,0.355,0.421,,,,,,-0.1,0.0,-0.1,-0.099,
