,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1970-71,22.0,BUF,NBA,C,81.0,2637.0,12.0,0.485,0.53,,,12.4,8.4,,,,1.3,1.9,3.2,0.058,,,,,
1,1971-72,23.0,BUF,NBA,PF,55.0,1186.0,6.4,0.412,0.428,,,9.4,7.9,,,,-1.0,0.3,-0.8,-0.031,,,,,
2,1972-73,24.0,BUF,NBA,PF,66.0,1546.0,11.0,0.475,0.442,,,9.8,11.7,,,,0.6,0.4,1.0,0.03,,,,,
3,1973-74,25.0,TOT,NBA,PF,53.0,1119.0,11.9,0.483,0.407,7.1,18.2,12.4,12.4,1.1,1.0,,0.4,1.2,1.6,0.067,,-1.1,0.4,-0.7,0.4
4,1973-74,25.0,CHI,NBA,PF,18.0,186.0,10.3,0.514,0.609,7.1,13.6,10.3,9.9,0.7,0.3,,0.0,0.2,0.3,0.066,,-3.0,0.1,-2.9,0.0
5,1973-74,25.0,SEA,NBA,PF,35.0,933.0,12.2,0.476,0.371,7.1,19.1,12.8,13.0,1.2,1.2,,0.4,0.9,1.3,0.067,,-0.8,0.5,-0.3,0.4
6,1974-75,26.0,SEA,NBA,PF,43.0,568.0,5.6,0.368,0.472,5.0,13.8,9.4,8.3,0.6,0.6,,-0.7,0.4,-0.3,-0.027,,-4.1,-0.7,-4.8,-0.4
7,1975-76,27.0,SEA,NBA,PF,29.0,364.0,7.6,0.476,0.612,5.8,16.3,10.9,8.5,0.7,1.3,,-0.2,0.3,0.1,0.019,,-4.2,0.2,-4.1,-0.2
8,Career,,,NBA,,327.0,7420.0,10.2,0.465,0.475,6.3,16.6,11.1,9.6,0.9,1.0,,0.4,4.4,4.8,0.031,,-2.5,0.1,-2.4,-0.2
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,BUF,NBA,,202.0,5369.0,10.5,0.468,0.484,,,11.0,9.2,,,,0.8,2.6,3.4,0.03,,,,,
11,3 seasons,,SEA,NBA,,107.0,1865.0,9.3,0.449,0.433,6.2,16.9,11.4,10.7,0.9,1.0,,-0.5,1.6,1.1,0.029,,-2.5,0.1,-2.4,-0.2
12,1 season,,CHI,NBA,,18.0,186.0,10.3,0.514,0.609,7.1,13.6,10.3,9.9,0.7,0.3,,0.0,0.2,0.3,0.066,,-3.0,0.1,-2.9,0.0
