,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1967-68,23.0,SEA,NBA,C,82.0,2424.0,17.4,0.532,0.455,,,,5.7,,,,5.1,1.4,6.4,0.127,,,,,
1,1968-69,24.0,SEA,NBA,C,82.0,3104.0,18.6,0.511,0.366,,,,7.1,,,,5.9,1.9,7.8,0.121,,,,,
2,1969-70,25.0,SEA,NBA,C,80.0,2959.0,17.7,0.506,0.318,,,,7.3,,,,3.4,1.8,5.2,0.084,,,,,
3,1970-71,26.0,SEA,NBA,C,4.0,142.0,24.2,0.535,0.306,,,14.8,8.2,,,,0.4,0.1,0.5,0.174,,,,,
4,1971-72,27.0,TOT,NBA,C,76.0,2230.0,14.3,0.476,0.317,,,10.9,7.5,,,,0.6,1.8,2.4,0.052,,,,,
5,1971-72,27.0,SEA,NBA,C,16.0,243.0,9.0,0.395,0.347,,,10.8,3.6,,,,-0.6,0.1,-0.4,-0.087,,,,,
6,1971-72,27.0,PHI,NBA,C,60.0,1987.0,14.9,0.487,0.313,,,10.9,8.0,,,,1.2,1.6,2.9,0.069,,,,,
7,1972-73,28.0,TOT,NBA,C,52.0,452.0,9.1,0.408,0.196,,,11.6,11.5,,,,-0.5,0.6,0.1,0.007,,,,,
8,1972-73,28.0,PHI,NBA,C,3.0,12.0,0.4,0.0,0.0,,,7.4,9.5,,,,0.0,0.0,0.0,-0.077,,,,,
9,1972-73,28.0,CLE,NBA,C,49.0,440.0,9.3,0.41,0.197,,,11.7,11.5,,,,-0.5,0.6,0.1,0.009,,,,,
10,1973-74,29.0,CLE,NBA,C,26.0,540.0,10.8,0.438,0.24,7.7,12.1,9.8,12.0,1.0,1.0,,0.0,0.3,0.3,0.025,,-2.3,-0.8,-3.1,-0.2
11,1974-75,30.0,MIL,NBA,C,1.0,11.0,-0.2,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,,0.0,0.0,0.0,-0.147,,-4.6,0.0,-4.5,0.0
12,Career,,,NBA,,403.0,11862.0,16.6,0.503,0.351,7.6,11.9,10.9,7.3,1.0,1.0,,14.9,7.8,22.7,0.092,,-2.4,-0.7,-3.1,-0.2
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5 seasons,,SEA,NBA,,264.0,8872.0,17.8,0.512,0.369,,,12.3,6.7,,,,14.2,5.3,19.5,0.106,,,,,
15,2 seasons,,CLE,NBA,,75.0,980.0,10.1,0.426,0.221,7.7,12.1,10.6,11.8,1.0,1.0,,-0.5,0.9,0.4,0.018,,-2.3,-0.8,-3.1,-0.2
16,2 seasons,,PHI,NBA,,63.0,1999.0,14.8,0.487,0.312,,,10.9,8.0,,,,1.2,1.6,2.8,0.068,,,,,
17,1 season,,MIL,NBA,,1.0,11.0,-0.2,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,,0.0,0.0,0.0,-0.147,,-4.6,0.0,-4.5,0.0
