,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,23.0,CHS,BAA,C,60.0,,,0.367,0.251,,,,,,0.0,2.7,2.7,,
1,1949-50,24.0,TOT,NBA,C,65.0,,,0.361,0.374,,,,,,-0.6,1.4,0.8,,
2,1949-50,24.0,CHS,NBA,C,21.0,,,0.351,0.457,,,,,,-0.4,0.6,0.2,,
3,1949-50,24.0,ROC,NBA,C,44.0,,,0.368,0.32,,,,,,-0.2,0.8,0.6,,
4,1950-51,25.0,TOT,NBA,C,61.0,,,0.409,0.34,,,,,,0.5,1.9,2.4,,
5,1950-51,25.0,ROC,NBA,C,10.0,,,0.32,0.194,,,,,,-0.4,0.1,-0.3,,
6,1950-51,25.0,WSC,NBA,C,18.0,,,0.39,0.422,,,,,,0.0,0.4,0.3,,
7,1950-51,25.0,PHW,NBA,C,33.0,,,0.436,0.324,,,,,,0.9,1.5,2.4,,
8,1951-52,26.0,PHW,NBA,C,66.0,1781.0,11.6,0.409,0.259,,,,,,0.0,0.8,0.8,0.021,
9,1952-53,27.0,TOT,NBA,C,62.0,927.0,9.1,0.351,0.336,,,,,,-1.6,0.9,-0.7,-0.038,
10,1952-53,27.0,PHW,NBA,C,19.0,358.0,12.6,0.352,0.254,,,,,,-0.7,0.3,-0.4,-0.051,
11,1952-53,27.0,INO,NBA,C,43.0,569.0,7.0,0.349,0.405,,,,,,-1.0,0.6,-0.3,-0.029,
12,1953-54,28.0,BOS,NBA,C,9.0,71.0,8.3,0.376,0.375,,,,,,-0.1,0.0,0.0,-0.023,
13,Career,,,TOT,,323.0,2779.0,10.7,0.383,0.3,,,,,,-1.8,7.8,6.0,0.0,
14,,,,NBA,,263.0,2779.0,10.7,0.39,0.32,,,,,,-1.8,5.1,3.3,0.0,
15,,,,BAA,,60.0,,,0.367,0.251,,,,,,0.0,2.7,2.7,,
16,,,,,,,,,,,,,,,,,,,,
17,3 seasons,,PHW,NBA,,118.0,2139.0,11.8,0.41,0.279,,,,,,0.3,2.5,2.8,0.009,
18,2 seasons,,CHS,BAA,,81.0,,,0.364,0.282,,,,,,-0.3,3.3,2.9,,
19,2 seasons,,ROC,NBA,,54.0,,,0.357,0.289,,,,,,-0.6,0.9,0.3,,
20,1 season,,INO,NBA,,43.0,569.0,7.0,0.349,0.405,,,,,,-1.0,0.6,-0.3,-0.029,
21,1 season,,WSC,NBA,,18.0,,,0.39,0.422,,,,,,0.0,0.4,0.3,,
22,1 season,,BOS,NBA,,9.0,71.0,8.3,0.376,0.375,,,,,,-0.1,0.0,0.0,-0.023,
