,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,24.0,SYR,NBA,PG,68,1577,9.7,0.419,0.422,,,,,,0.2,1.3,1.5,0.046,
1,1957-58,25.0,SYR,NBA,SG,69,1421,9.6,0.398,0.328,,,,,,-0.6,1.3,0.8,0.026,
2,1958-59,26.0,SYR,NBA,PG,72,1779,9.5,0.425,0.272,,,,,,0.3,1.5,1.8,0.048,
3,1959-60,27.0,SYR,NBA,PG,69,1256,9.6,0.412,0.269,,,,,,-0.4,1.1,0.8,0.03,
4,1960-61,28.0,SYR,NBA,PG,52,667,8.8,0.389,0.254,,,,,,-0.8,0.6,-0.1,-0.01,
5,1961-62,29.0,SYR,NBA,PG,80,1925,11.5,0.437,0.261,,,,,,0.0,2.4,2.4,0.059,
6,1962-63,30.0,SYR,NBA,SG,61,1159,12.5,0.478,0.345,,,,,,0.8,1.1,1.9,0.079,
7,1963-64,31.0,PHI,NBA,PG,78,1437,8.9,0.418,0.206,,,,,,-1.1,0.8,-0.4,-0.012,
8,1964-65,32.0,PHI,NBA,PG,60,1116,7.3,0.389,0.156,,,,17.4,,-1.4,0.8,-0.6,-0.025,
9,1965-66,33.0,PHI,NBA,PG,78,1312,7.1,0.41,0.175,,,,13.0,,-1.2,1.4,0.2,0.006,
10,Career,,,NBA,,687,13649,9.6,0.419,0.269,,,,15.0,,-4.2,12.4,8.2,0.029,
