,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1962-63,22.0,LAL,NBA,C,80.0,1628.0,11.4,0.466,0.381,,,,,,,,0.4,1.9,2.3,0.067,,,,,
1,1963-64,23.0,LAL,NBA,C,78.0,1459.0,12.1,0.467,0.359,,,,,,,,0.6,1.0,1.6,0.053,,,,,
2,1964-65,24.0,LAL,NBA,C,80.0,2026.0,14.2,0.497,0.406,,,,3.4,,,,2.5,1.3,3.8,0.09,,,,,
3,1965-66,25.0,LAL,NBA,C,80.0,2219.0,13.0,0.467,0.276,,,,4.4,,,,0.9,1.9,2.8,0.062,,,,,
4,1966-67,26.0,BAL,NBA,C,81.0,2938.0,13.6,0.466,0.245,,,,7.5,,,,0.7,2.5,3.2,0.052,,,,,
5,1967-68,27.0,BAL,NBA,C,78.0,2719.0,13.7,0.522,0.358,,,,7.3,,,,3.2,3.3,6.4,0.114,,,,,
6,1968-69,28.0,BAL,NBA,C,80.0,1603.0,12.8,0.483,0.294,,,,5.6,,,,1.0,2.6,3.6,0.108,,,,,
7,1969-70,29.0,BAL,NBA,C,72.0,1163.0,13.3,0.51,0.28,,,,4.9,,,,0.9,1.6,2.5,0.105,,,,,
8,1970-71,30.0,POR,NBA,C,74.0,2581.0,15.6,0.487,0.238,,,15.3,12.1,,,,1.7,3.0,4.7,0.087,,,,,
9,1971-72,31.0,LAL,NBA,C,74.0,1081.0,10.9,0.5,0.317,,,12.7,4.9,,,,0.6,1.6,2.3,0.102,,,,,
10,1972-73,32.0,TOT,NBA,"C,PF",79.0,2600.0,13.1,0.467,0.166,,,13.3,7.5,,,,0.4,1.6,2.1,0.038,,,,,
11,1972-73,32.0,LAL,NBA,C,10.0,156.0,3.4,0.308,0.125,,,9.6,2.2,,,,-0.4,0.2,-0.2,-0.061,,,,,
12,1972-73,32.0,PHI,NBA,PF,69.0,2444.0,13.8,0.474,0.168,,,13.6,7.8,,,,0.8,1.5,2.3,0.044,,,,,
13,1973-74,33.0,PHI,NBA,C,81.0,2831.0,13.2,0.494,0.271,9.5,21.2,15.1,9.2,1.3,1.6,,2.5,3.4,5.8,0.099,,-0.1,0.5,0.4,1.7
14,1974-75,34.0,PHI,NBA,PF,82.0,2183.0,12.3,0.485,0.159,9.0,18.1,13.5,7.6,0.9,1.3,,2.1,2.2,4.3,0.094,,-0.2,0.0,-0.2,1.0
15,1975-76,35.0,PHI,NBA,C,29.0,489.0,10.9,0.482,0.212,9.3,14.8,12.1,5.7,1.5,0.9,,0.3,0.5,0.9,0.085,,-1.3,0.0,-1.3,0.1
16,Career,,,NBA,,1048.0,27520.0,13.2,0.484,0.277,9.3,19.4,14.1,7.1,1.2,1.4,,17.7,28.6,46.3,0.081,,-0.3,0.3,0.0,2.8
17,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6 seasons,,LAL,NBA,,402.0,8569.0,12.4,0.476,0.341,,,12.3,4.1,,,,4.6,8.1,12.6,0.071,,,,,
19,4 seasons,,BAL,NBA,,311.0,8423.0,13.4,0.491,0.29,,,,6.7,,,,5.8,10.0,15.8,0.09,,,,,
20,4 seasons,,PHI,NBA,,261.0,7947.0,13.0,0.483,0.199,9.3,19.4,14.0,8.1,1.2,1.4,,5.7,7.5,13.2,0.08,,-0.3,0.3,0.0,2.8
21,1 season,,POR,NBA,,74.0,2581.0,15.6,0.487,0.238,,,15.3,12.1,,,,1.7,3.0,4.7,0.087,,,,,
