,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,22.0,MNL,NBA,SG,60,,,0.369,0.239,,,,,,-0.3,1.0,0.6,,
1,1951-52,23.0,MNL,NBA,SG,60,723.0,8.1,0.41,0.443,,,,,,0.2,1.3,1.5,0.102,
2,Career,,,NBA,,120,723.0,8.1,0.389,0.334,,,,,,-0.1,2.3,2.2,0.102,
