,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,21.0,STL,NBA,SF,2.0,7.0,11.5,1.0,0.0,,,,,,0.0,0.0,0.0,0.261,
1,1959-60,22.0,TOT,NBA,SF,61.0,656.0,14.2,0.449,0.364,,,,,,0.4,0.5,0.8,0.06,
2,1959-60,22.0,STL,NBA,SF,42.0,445.0,14.4,0.454,0.359,,,,,,0.3,0.4,0.7,0.078,
3,1959-60,22.0,CIN,NBA,SF,19.0,211.0,13.7,0.438,0.376,,,,,,0.0,0.1,0.1,0.024,
4,1960-61,23.0,SYR,NBA,SF,79.0,2090.0,14.7,0.492,0.372,,,,,,3.3,2.0,5.3,0.121,
5,1961-62,24.0,SYR,NBA,SF,80.0,2301.0,16.5,0.502,0.417,,,,,,4.1,2.9,7.0,0.145,
6,1962-63,25.0,SYR,NBA,SF,60.0,1234.0,14.6,0.521,0.443,,,,,,2.2,1.1,3.3,0.129,
7,1963-64,26.0,PHI,NBA,SF,41.0,927.0,13.5,0.489,0.489,,,,,,1.0,0.6,1.6,0.084,
8,1964-65,27.0,PHI,NBA,SF,80.0,1993.0,14.7,0.493,0.426,,,,8.1,,2.9,1.7,4.6,0.11,
9,1965-66,28.0,PHI,NBA,SF,72.0,1068.0,12.6,0.477,0.428,,,,8.4,,0.8,1.4,2.2,0.101,
10,1966-67,29.0,PHI,NBA,SF,63.0,757.0,13.8,0.509,0.362,,,,6.9,,1.1,0.8,1.9,0.118,
11,1967-68,30.0,SDR,NBA,PF,80.0,1755.0,17.3,0.525,0.444,,,,7.7,,3.6,1.5,5.0,0.138,
12,1968-69,31.0,TOT,NBA,SF,59.0,926.0,17.9,0.526,0.419,,,,7.5,,2.2,0.6,2.7,0.141,
13,1968-69,31.0,MIL,NBA,SF,34.0,624.0,19.5,0.537,0.412,,,,7.8,,1.8,0.5,2.2,0.169,
14,1968-69,31.0,DET,NBA,SF,25.0,302.0,14.7,0.499,0.437,,,,6.9,,0.4,0.1,0.5,0.083,
15,1969-70,32.0,SFW,NBA,SF,73.0,951.0,14.2,0.482,0.401,,,,8.2,,0.3,1.1,1.4,0.071,
16,Career,,,NBA,,750.0,14665.0,15.2,0.5,0.416,,,,7.9,,21.8,14.1,35.9,0.117,
17,,,,,,,,,,,,,,,,,,,,
18,7 seasons,,"SYR,PHI",NBA,,475.0,10370.0,14.7,0.498,0.415,,,,7.9,,15.4,10.5,25.9,0.12,
19,1 season,,SDR,NBA,,80.0,1755.0,17.3,0.525,0.444,,,,7.7,,3.6,1.5,5.0,0.138,
20,1 season,,SFW,NBA,,73.0,951.0,14.2,0.482,0.401,,,,8.2,,0.3,1.1,1.4,0.071,
21,2 seasons,,STL,NBA,,44.0,452.0,14.4,0.456,0.357,,,,,,0.3,0.4,0.8,0.081,
22,1 season,,MIL,NBA,,34.0,624.0,19.5,0.537,0.412,,,,7.8,,1.8,0.5,2.2,0.169,
23,1 season,,DET,NBA,,25.0,302.0,14.7,0.499,0.437,,,,6.9,,0.4,0.1,0.5,0.083,
24,1 season,,CIN,NBA,,19.0,211.0,13.7,0.438,0.376,,,,,,0.0,0.1,0.1,0.024,
