,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1972-73,22.0,ATL,NBA,PG,70.0,1050.0,12.7,0.515,0.278,,,4.9,15.9,,,,1.4,0.7,2.1,0.097,,,,,
1,1973-74,23.0,ATL,NBA,PG,75.0,1463.0,12.5,0.49,0.185,1.8,8.4,5.0,21.1,1.8,0.2,,0.6,0.9,1.5,0.05,,-1.8,-0.5,-2.4,-0.1
2,1974-75,24.0,GSW,NBA,SG,42.0,340.0,12.4,0.453,0.292,2.9,8.1,5.4,19.6,1.8,0.2,,0.0,0.2,0.3,0.037,,-2.4,-0.9,-3.3,-0.1
3,Career,,,NBA,,187.0,2853.0,12.6,0.495,0.233,2.0,8.3,5.0,19.0,1.8,0.2,,2.1,1.8,3.9,0.066,,-1.9,-0.6,-2.5,-0.2
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,ATL,NBA,,145.0,2513.0,12.6,0.501,0.225,1.8,8.4,5.0,18.9,1.8,0.2,,2.1,1.6,3.7,0.07,,-1.8,-0.5,-2.4,-0.1
6,1 season,,GSW,NBA,,42.0,340.0,12.4,0.453,0.292,2.9,8.1,5.4,19.6,1.8,0.2,,0.0,0.2,0.3,0.037,,-2.4,-0.9,-3.3,-0.1
