,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1951-52,22.0,MNL,NBA,PF,61.0,849.0,14.1,0.423,0.437,,,,,,0.4,2.3,2.7,0.151,
1,1952-53,23.0,MNL,NBA,PF,70.0,1027.0,13.5,0.414,0.533,,,,,,0.2,2.1,2.2,0.104,
2,1953-54,24.0,MLH,NBA,PF,72.0,2452.0,15.0,0.414,0.345,,,,,,0.3,2.9,3.3,0.064,
3,1954-55,25.0,TOT,NBA,PF,74.0,1774.0,13.4,0.457,0.405,,,,,,1.3,2.3,3.6,0.097,
4,1954-55,25.0,MLH,NBA,PF,57.0,1451.0,12.7,0.437,0.344,,,,,,0.5,1.8,2.4,0.078,
5,1954-55,25.0,MNL,NBA,PF,17.0,323.0,16.8,0.547,0.721,,,,,,0.8,0.5,1.2,0.184,
6,1955-56,26.0,MNL,NBA,PF,69.0,1129.0,12.6,0.491,0.562,,,,,,1.3,0.8,2.2,0.092,
7,1956-57,27.0,TOT,NBA,PF,68.0,1133.0,9.4,0.426,0.297,,,,,,0.2,1.0,1.2,0.052,
8,1956-57,27.0,ROC,NBA,PF,30.0,556.0,9.4,0.433,0.352,,,,,,0.2,0.7,0.9,0.073,
9,1956-57,27.0,PHW,NBA,PF,38.0,577.0,9.4,0.418,0.245,,,,,,0.0,0.3,0.4,0.031,
10,Career,,,NBA,,414.0,8364.0,13.3,0.435,0.409,,,,,,3.7,11.4,15.1,0.087,
11,,,,,,,,,,,,,,,,,,,,
12,4 seasons,,MNL,NBA,,217.0,3328.0,13.7,0.453,0.532,,,,,,2.6,5.7,8.3,0.12,
13,2 seasons,,MLH,NBA,,129.0,3903.0,14.2,0.422,0.345,,,,,,0.9,4.8,5.6,0.069,
14,1 season,,PHW,NBA,,38.0,577.0,9.4,0.418,0.245,,,,,,0.0,0.3,0.4,0.031,
15,1 season,,ROC,NBA,,30.0,556.0,9.4,0.433,0.352,,,,,,0.2,0.7,0.9,0.073,
