,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,24.0,CHS,NBA,,65.0,,,0.367,0.265,,,,,,-0.4,2.8,2.4,,
1,1950-51,25.0,TOT,NBA,,62.0,,,0.387,0.23,,,,,,-0.3,0.8,0.4,,
2,1950-51,25.0,WSC,NBA,,35.0,,,0.383,0.25,,,,,,-0.3,0.6,0.3,,
3,1950-51,25.0,BOS,NBA,,27.0,,,0.395,0.18,,,,,,0.0,0.2,0.2,,
4,1951-52,26.0,BLB,NBA,SF,65.0,1583.0,14.3,0.416,0.42,,,,,,0.8,0.9,1.7,0.052,
5,1952-53,27.0,TOT,NBA,,36.0,567.0,8.9,0.363,0.352,,,,,,-0.7,0.3,-0.4,-0.036,
6,1952-53,27.0,BLB,NBA,,16.0,227.0,11.8,0.396,0.429,,,,,,-0.1,0.1,0.0,-0.002,
7,1952-53,27.0,PHW,NBA,SG,20.0,340.0,6.9,0.337,0.294,,,,,,-0.6,0.2,-0.4,-0.059,
8,Career,,,NBA,,228.0,2150.0,12.9,0.389,0.316,,,,,,-0.6,4.7,4.1,0.029,
9,,,,,,,,,,,,,,,,,,,,
10,2 seasons,,BLB,NBA,,81.0,1810.0,14.0,0.414,0.421,,,,,,0.7,1.0,1.7,0.045,
11,1 season,,CHS,NBA,,65.0,,,0.367,0.265,,,,,,-0.4,2.8,2.4,,
12,1 season,,WSC,NBA,,35.0,,,0.383,0.25,,,,,,-0.3,0.6,0.3,,
13,1 season,,BOS,NBA,,27.0,,,0.395,0.18,,,,,,0.0,0.2,0.2,,
14,1 season,,PHW,NBA,,20.0,340.0,6.9,0.337,0.294,,,,,,-0.6,0.2,-0.4,-0.059,
