,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,33.0,ROC,BAA,,60.0,,,0.383,0.342,,,,,,0.9,0.9,1.8,,
1,1949-50,34.0,TOT,NBA,,60.0,,,0.292,0.315,,,,,,-1.0,1.6,0.6,,
2,1949-50,34.0,ROC,NBA,,5.0,,,0.131,0.091,,,,,,-0.2,0.1,-0.1,,
3,1949-50,34.0,PHW,NBA,,55.0,,,0.303,0.333,,,,,,-0.8,1.5,0.7,,
4,1953-54,38.0,SYR,NBA,PF,5.0,24.0,-14.7,0.063,0.286,,,,,,-0.2,0.0,-0.2,-0.344,
5,Career,,,TOT,,125.0,24.0,-14.7,0.353,0.333,,,,,,-0.3,2.5,2.2,-0.344,
6,,,,NBA,,65.0,24.0,-14.7,0.282,0.314,,,,,,-1.2,1.6,0.4,-0.344,
7,,,,BAA,,60.0,,,0.383,0.342,,,,,,0.9,0.9,1.8,,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,ROC,BAA,,65.0,,,0.376,0.334,,,,,,0.7,1.0,1.7,,
10,1 season,,PHW,NBA,,55.0,,,0.303,0.333,,,,,,-0.8,1.5,0.7,,
11,1 season,,SYR,NBA,,5.0,24.0,-14.7,0.063,0.286,,,,,,-0.2,0.0,-0.2,-0.344,
