,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1964-65,22.0,STL,NBA,SG,44.0,492.0,13.2,0.456,0.292,,,,13.3,,,,0.2,0.6,0.8,0.079,,,,,
1,1965-66,23.0,STL,NBA,SG,44.0,587.0,9.9,0.409,0.122,,,,16.4,,,,-0.7,0.4,-0.3,-0.021,,,,,
2,1966-67,24.0,SFW,NBA,SG,77.0,1835.0,15.8,0.49,0.233,,,,16.6,,,,1.9,2.7,4.5,0.119,,,,,
3,1967-68,25.0,SFW,NBA,SG,79.0,2805.0,15.1,0.484,0.247,,,,17.9,,,,2.2,3.6,5.7,0.098,,,,,
4,1968-69,26.0,SFW,NBA,SG,78.0,2916.0,18.9,0.517,0.298,,,,18.8,,,,6.4,3.7,10.0,0.165,,,,,
5,1969-70,27.0,SFW,NBA,SG,74.0,2861.0,17.0,0.512,0.265,,,,18.9,,,,3.7,3.0,6.8,0.114,,,,,
6,1970-71,28.0,SFW,NBA,SG,75.0,2909.0,17.1,0.533,0.274,,,5.2,17.3,,,,6.2,2.0,8.2,0.135,,,,,
7,1971-72,29.0,GSW,NBA,SG,80.0,3214.0,18.0,0.518,0.301,,,6.2,21.9,,,,5.3,4.6,9.9,0.148,,,,,
8,1972-73,30.0,GSW,NBA,SG,81.0,3005.0,15.5,0.517,0.13,,,5.5,15.5,,,,4.8,3.5,8.3,0.133,,,,,
9,1973-74,31.0,GSW,NBA,SG,77.0,2498.0,15.1,0.509,0.168,3.3,7.0,5.2,16.8,1.2,0.4,,4.3,1.2,5.6,0.107,,0.6,-1.0,-0.5,1.0
10,1974-75,32.0,GSW,NBA,SG,66.0,1141.0,15.2,0.488,0.169,3.9,6.6,5.3,18.3,2.2,0.6,,1.4,0.9,2.3,0.097,,0.1,-0.4,-0.3,0.5
11,1975-76,33.0,GSW,NBA,SG,29.0,311.0,14.5,0.524,0.242,3.8,6.1,4.9,16.9,2.0,0.2,,0.5,0.3,0.9,0.134,,-0.6,0.3,-0.3,0.2
12,Career,,,NBA,,804.0,24574.0,16.3,0.507,0.238,3.5,6.8,5.5,17.9,1.6,0.5,,36.3,26.5,62.8,0.123,,0.3,-0.7,-0.4,1.6
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10 seasons,,"SFW,GSW",NBA,,716.0,23495.0,16.5,0.51,0.24,3.5,6.8,5.5,18.1,1.6,0.5,,36.8,25.5,62.2,0.127,,0.3,-0.7,-0.4,1.6
15,2 seasons,,STL,NBA,,88.0,1079.0,11.4,0.429,0.192,,,,15.0,,,,-0.5,1.0,0.6,0.025,,,,,
