,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1955-56,23.0,PHW,NBA,SG,68.0,2346.0,16.7,0.496,0.563,,,,,,4.0,2.5,6.5,0.132,
1,1957-58,25.0,PHW,NBA,SG,59.0,2126.0,18.3,0.482,0.421,,,,,,3.9,3.2,7.1,0.161,
2,1958-59,26.0,PHW,NBA,SG,64.0,2333.0,17.4,0.484,0.462,,,,,,3.8,3.6,7.4,0.153,
3,1959-60,27.0,PHW,NBA,SG,75.0,2870.0,15.4,0.495,0.346,,,,,,4.5,5.4,9.9,0.166,
4,1960-61,28.0,PHW,NBA,SG,74.0,2712.0,13.3,0.494,0.299,,,,,,3.5,3.3,6.8,0.121,
5,1961-62,29.0,PHW,NBA,SG,60.0,2462.0,11.5,0.473,0.301,,,,,,1.6,2.7,4.4,0.085,
6,1962-63,30.0,TOT,NBA,"SF,SG",73.0,2670.0,12.0,0.505,0.277,,,,,,2.6,1.7,4.4,0.078,
7,1962-63,30.0,SFW,NBA,SG,21.0,822.0,10.5,0.5,0.272,,,,,,0.7,0.6,1.3,0.076,
8,1962-63,30.0,NYK,NBA,SF,52.0,1848.0,12.7,0.507,0.279,,,,,,2.0,1.1,3.1,0.079,
9,1963-64,31.0,NYK,NBA,SG,74.0,2156.0,11.6,0.482,0.352,,,,,,1.6,0.2,1.7,0.039,
10,1964-65,32.0,NYK,NBA,SG,77.0,1727.0,12.0,0.506,0.396,,,,17.3,,2.2,1.2,3.4,0.094,
11,1965-66,33.0,NYK,NBA,SG,74.0,1127.0,12.2,0.514,0.387,,,,20.8,,1.3,0.4,1.7,0.071,
12,Career,,,NBA,,698.0,22529.0,14.2,0.491,0.371,,,,18.7,,29.1,24.1,53.2,0.113,
13,,,,,,,,,,,,,,,,,,,,
14,7 seasons,,"PHW,SFW",NBA,,421.0,15671.0,15.1,0.488,0.381,,,,,,22.1,21.3,43.4,0.133,
15,4 seasons,,NYK,NBA,,277.0,6858.0,12.1,0.5,0.346,,,,18.7,,7.0,2.8,9.8,0.069,
