,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,30.0,CLR,BAA,,55.0,,,0.34,0.193,,,,,,3.3,0.9,4.2,,
1,1947-48,31.0,BOS,BAA,,48.0,,,0.343,0.21,,,,,,1.9,0.3,2.2,,
2,1948-49,32.0,TOT,BAA,,43.0,,,0.327,0.226,,,,,,-1.7,1.7,0.0,,
3,1948-49,32.0,BOS,BAA,,33.0,,,0.328,0.232,,,,,,-1.4,1.7,0.3,,
4,1948-49,32.0,PRO,BAA,,10.0,,,0.319,0.193,,,,,,-0.3,0.0,-0.3,,
5,Career,,,BAA,,146.0,,,0.337,0.207,,,,,,3.5,3.0,6.5,,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,BOS,BAA,,81.0,,,0.336,0.219,,,,,,0.5,2.0,2.5,,
8,1 season,,CLR,BAA,,55.0,,,0.34,0.193,,,,,,3.3,0.9,4.2,,
9,1 season,,PRO,BAA,,10.0,,,0.319,0.193,,,,,,-0.3,0.0,-0.3,,
