,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1978-79,23.0,DET,NBA,SF,25,154,11.8,0.43,0.16,13.7,16.7,15.2,5.2,3.2,0.3,14.8,23.3,,-0.1,0.2,0.1,0.022,,-3.8,-0.5,-4.3,-0.1
1,Career,,,NBA,,25,154,11.8,0.43,0.16,13.7,16.7,15.2,5.2,3.2,0.3,14.8,23.3,,-0.1,0.2,0.1,0.022,,-3.8,-0.5,-4.3,-0.1
