,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,24.0,STB,BAA,C,48.0,,,0.366,0.288,,,,,,4.2,3.1,7.2,,
1,1948-49,25.0,STB,BAA,C,58.0,,,0.456,0.368,,,,,,5.1,-0.1,5.1,,
2,1949-50,26.0,STB,NBA,C,65.0,,,0.471,0.461,,,,,,6.2,0.8,7.0,,
3,1950-51,27.0,BLB,NBA,C,64.0,,,0.429,0.355,,,,,,2.4,2.3,4.6,,
4,1951-52,28.0,SYR,NBA,C,66.0,2543.0,15.3,0.478,0.441,,,,,,4.6,3.2,7.8,0.148,
5,1952-53,29.0,SYR,NBA,C,69.0,2454.0,14.4,0.466,0.449,,,,,,3.3,3.2,6.5,0.126,
6,1954-55,31.0,SYR,NBA,C,72.0,2473.0,12.2,0.438,0.355,,,,,,1.1,3.8,5.0,0.096,
7,1955-56,32.0,SYR,NBA,C,72.0,1883.0,12.4,0.441,0.406,,,,,,1.0,2.7,3.6,0.092,
8,1956-57,33.0,FTW,NBA,C,72.0,1154.0,11.1,0.42,0.369,,,,,,0.2,0.8,1.0,0.044,
9,Career,,,TOT,,586.0,10507.0,13.4,0.441,0.387,,,,,,28.0,19.9,47.9,0.109,
10,,,,NBA,,480.0,10507.0,13.4,0.451,0.405,,,,,,18.7,16.9,35.6,0.109,
11,,,,BAA,,106.0,,,0.406,0.323,,,,,,9.3,3.0,12.3,,
12,,,,,,,,,,,,,,,,,,,,
13,4 seasons,,SYR,NBA,,279.0,9353.0,13.7,0.456,0.411,,,,,,9.9,12.9,22.9,0.117,
14,3 seasons,,STB,BAA,,171.0,,,0.429,0.37,,,,,,15.4,3.8,19.3,,
15,1 season,,FTW,NBA,,72.0,1154.0,11.1,0.42,0.369,,,,,,0.2,0.8,1.0,0.044,
16,1 season,,BLB,NBA,,64.0,,,0.429,0.355,,,,,,2.4,2.3,4.6,,
