,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1975-76,22.0,TOT,NBA,SF,34.0,222.0,9.8,0.4,0.352,8.7,13.7,11.1,6.2,1.7,0.7,,-0.3,0.2,-0.1,-0.025,,-4.3,-0.7,-5.0,-0.2
1,1975-76,22.0,SEA,NBA,SF,7.0,37.0,10.1,0.547,0.182,5.4,14.3,9.8,7.4,0.0,0.0,,0.0,0.0,0.1,0.08,,-3.6,-0.3,-4.0,0.0
2,1975-76,22.0,NYK,NBA,SF,27.0,185.0,9.7,0.381,0.375,9.3,13.6,11.4,5.9,2.0,0.9,,-0.4,0.2,-0.2,-0.046,,-4.5,-0.7,-5.2,-0.2
3,Career,,,NBA,,34.0,222.0,9.8,0.4,0.352,8.7,13.7,11.1,6.2,1.7,0.7,,-0.3,0.2,-0.1,-0.025,,-4.3,-0.7,-5.0,-0.2
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1 season,,NYK,NBA,,27.0,185.0,9.7,0.381,0.375,9.3,13.6,11.4,5.9,2.0,0.9,,-0.4,0.2,-0.2,-0.046,,-4.5,-0.7,-5.2,-0.2
6,1 season,,SEA,NBA,,7.0,37.0,10.1,0.547,0.182,5.4,14.3,9.8,7.4,0.0,0.0,,0.0,0.0,0.1,0.08,,-3.6,-0.3,-4.0,0.0
