,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1969-70,26.0,WSA,ABA,SG,84.0,2262.0,14.0,0.497,0.16,0.271,,,5.7,16.2,,,15.0,23.3,,2.0,0.7,2.7,0.056,
1,1970-71,27.0,VIR,ABA,PG,84.0,2754.0,11.9,0.52,0.104,0.277,,,4.5,18.8,,,18.7,17.5,,2.7,2.2,4.9,0.085,
2,1972-73,29.0,SDA,ABA,SG,19.0,284.0,4.2,0.412,0.198,0.347,2.6,5.7,4.1,21.8,,,25.1,20.8,,-0.5,0.3,-0.1,-0.022,
3,Career,,,ABA,,187.0,5300.0,12.4,0.503,0.137,0.277,2.6,5.7,5.0,17.9,,,17.2,20.1,,4.2,3.2,7.4,0.067,
4,,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,"WSA,VIR",ABA,,168.0,5016.0,12.8,0.507,0.134,0.274,,,5.1,17.7,,,16.8,20.1,,4.7,2.9,7.5,0.072,
6,1 season,,SDA,ABA,,19.0,284.0,4.2,0.412,0.198,0.347,2.6,5.7,4.1,21.8,,,25.1,20.8,,-0.5,0.3,-0.1,-0.022,
