,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,25.0,PHW,NBA,PG,71.0,2648.0,12.2,0.396,0.361,,,,,,-0.3,2.2,1.8,0.034,
1,1954-55,26.0,PHW,NBA,PG,68.0,2480.0,13.0,0.438,0.385,,,,,,1.5,2.3,3.8,0.074,
2,1955-56,27.0,PHW,NBA,PG,72.0,2840.0,13.6,0.45,0.416,,,,,,2.5,2.1,4.6,0.077,
3,1956-57,28.0,PHW,NBA,SG,67.0,2229.0,11.8,0.402,0.391,,,,,,-0.2,1.4,1.2,0.026,
4,1957-58,29.0,PHW,NBA,PG,72.0,1910.0,12.5,0.438,0.386,,,,,,1.4,2.0,3.4,0.084,
5,1958-59,30.0,TOT,NBA,PG,71.0,1881.0,11.0,0.405,0.301,,,,,,-0.5,1.9,1.5,0.038,
6,1958-59,30.0,PHW,NBA,PG,46.0,1387.0,11.0,0.399,0.303,,,,,,-0.6,1.6,1.1,0.038,
7,1958-59,30.0,NYK,NBA,PG,25.0,494.0,10.9,0.425,0.295,,,,,,0.1,0.3,0.4,0.037,
8,1959-60,31.0,NYK,NBA,PG,69.0,1604.0,12.1,0.443,0.311,,,,,,0.9,0.6,1.5,0.046,
9,1960-61,32.0,NYK,NBA,PG,16.0,268.0,7.7,0.386,0.323,,,,,,-0.2,0.1,-0.1,-0.025,
10,Career,,,NBA,,506.0,15860.0,12.3,0.424,0.367,,,,,,5.0,12.6,17.7,0.054,
11,,,,,,,,,,,,,,,,,,,,
12,6 seasons,,PHW,NBA,,396.0,13494.0,12.5,0.423,0.379,,,,,,4.3,11.6,15.9,0.057,
13,3 seasons,,NYK,NBA,,110.0,2366.0,11.3,0.434,0.309,,,,,,0.8,1.0,1.8,0.036,
