,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1978-79,22.0,ATL,NBA,SG,61,589,9.7,0.43,,0.223,3.5,10.7,7.0,16.4,2.4,0.8,15.9,17.3,,-0.3,0.6,0.3,0.028,,-2.4,0.7,-1.7,0.0
1,1979-80,23.0,ATL,NBA,SG,5,59,2.0,0.24,0.0,0.429,3.6,1.8,2.7,23.6,3.3,1.0,32.5,17.1,,-0.3,0.1,-0.2,-0.146,,-4.1,0.0,-4.1,0.0
2,Career,,,NBA,,66,648,9.0,0.416,0.0,0.237,3.5,9.9,6.6,17.1,2.5,0.8,17.4,17.2,,-0.5,0.7,0.2,0.013,,-2.5,0.6,-1.9,0.0
