,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,29.0,INO,NBA,SG,49,,,0.435,0.387,,,,,,1.6,0.6,2.2,,
1,1950-51,30.0,INO,NBA,SG,56,,,0.322,0.381,,,,,,-0.9,0.7,-0.2,,
2,1951-52,31.0,INO,NBA,SG,44,494.0,10.8,0.343,0.317,,,,,,-0.7,0.8,0.1,0.008,
3,Career,,,NBA,,149,494.0,10.8,0.376,0.367,,,,,,-0.1,2.1,2.0,0.008,
