,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1971-72,22.0,PHI,NBA,PG,79.0,1628.0,11.1,0.488,0.363,,,4.2,18.6,,,,,,1.0,1.2,2.1,0.063,,,,,
1,1972-73,23.0,TOT,NBA,PG,78.0,1933.0,10.4,0.488,0.234,,,2.7,22.0,,,,,,1.3,0.4,1.7,0.042,,,,,
2,1972-73,23.0,POR,NBA,PG,22.0,393.0,9.6,0.459,0.289,,,2.5,21.9,,,,,,0.1,0.1,0.2,0.019,,,,,
3,1972-73,23.0,BUF,NBA,PG,56.0,1540.0,10.6,0.495,0.22,,,2.7,22.0,,,,,,1.2,0.3,1.5,0.048,,,,,
4,1973-74,24.0,TOT,NBA,PG,67.0,1055.0,13.0,0.492,0.368,1.1,3.3,2.2,27.9,3.2,0.1,,,,0.3,0.7,1.0,0.043,,-1.9,0.2,-1.7,0.1
5,1973-74,24.0,BUF,NBA,PG,41.0,606.0,10.8,0.459,0.4,1.2,3.5,2.4,24.9,2.3,0.1,,,,-0.2,0.3,0.1,0.008,,-2.9,-0.7,-3.6,-0.2
6,1973-74,24.0,HOU,NBA,PG,26.0,449.0,16.0,0.533,0.331,1.0,3.1,2.0,31.9,4.3,0.1,,,,0.4,0.4,0.8,0.09,,-0.6,1.3,0.8,0.3
7,1974-75,25.0,HOU,NBA,PG,75.0,1722.0,12.0,0.477,0.229,1.7,5.6,3.6,26.2,2.0,0.3,,,,0.5,0.9,1.4,0.039,,-1.6,-0.6,-2.2,-0.1
8,1975-76,26.0,HOU,NBA,PG,50.0,700.0,8.8,0.461,0.301,1.4,7.1,4.3,19.9,1.7,0.1,,,,-0.2,0.2,0.0,-0.003,,-4.1,-0.6,-4.7,-0.5
9,1976-77,27.0,TOT,NBA,PG,51.0,986.0,10.3,0.445,0.307,1.6,7.0,4.2,21.3,1.8,0.3,,,,-0.6,0.8,0.2,0.008,,-3.9,-0.4,-4.3,-0.6
10,1976-77,27.0,HOU,NBA,PG,14.0,62.0,9.2,0.48,0.235,1.8,6.8,4.4,31.0,0.0,0.0,,,,0.0,0.0,0.0,-0.031,,-4.6,-0.8,-5.4,-0.1
11,1976-77,27.0,NYN,NBA,PG,37.0,924.0,10.4,0.443,0.311,1.6,7.0,4.2,20.6,2.0,0.4,,,,-0.6,0.8,0.2,0.01,,-3.9,-0.3,-4.2,-0.5
12,1977-78,28.0,NJN,NBA,PG,10.0,118.0,1.5,0.446,0.353,0.8,2.6,1.6,14.0,1.1,0.0,28.9,17.3,,-0.2,0.0,-0.2,-0.079,,-5.8,-1.0,-6.9,-0.2
13,Career,,,NBA,,410.0,8142.0,11.0,0.479,0.295,1.5,5.5,3.4,22.6,2.2,0.2,28.9,17.3,,2.0,4.1,6.1,0.036,,-2.7,-0.4,-3.1,-1.4
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4 seasons,,HOU,NBA,,165.0,2933.0,11.8,0.483,0.261,1.5,5.6,3.6,25.7,2.3,0.2,,,,0.7,1.5,2.2,0.036,,-2.1,-0.3,-2.4,-0.4
16,2 seasons,,BUF,NBA,,97.0,2146.0,10.7,0.486,0.265,1.2,3.5,2.6,22.8,2.3,0.1,,,,1.1,0.6,1.6,0.037,,-2.9,-0.7,-3.6,-0.2
17,1 season,,PHI,NBA,,79.0,1628.0,11.1,0.488,0.363,,,4.2,18.6,,,,,,1.0,1.2,2.1,0.063,,,,,
18,2 seasons,,"NYN,NJN",NBA,,47.0,1042.0,9.4,0.443,0.316,1.5,6.5,3.9,19.9,1.9,0.3,28.9,17.3,,-0.8,0.8,0.0,0.0,,-4.1,-0.4,-4.5,-0.8
19,1 season,,POR,NBA,,22.0,393.0,9.6,0.459,0.289,,,2.5,21.9,,,,,,0.1,0.1,0.2,0.019,,,,,
