,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,25.0,CHS,BAA,PG,59.0,,,0.323,0.2,,,,,,-1.2,2.7,1.5,,
1,1949-50,26.0,CHS,NBA,PG,66.0,,,0.385,0.211,,,,,,0.4,2.2,2.6,,
2,1952-53,29.0,BOS,NBA,PG,43.0,426.0,7.9,0.386,0.235,,,,,,-0.2,0.3,0.1,0.011,
3,Career,,,TOT,,168.0,426.0,7.9,0.354,0.208,,,,,,-0.9,5.1,4.2,0.011,
4,,,,NBA,,109.0,426.0,7.9,0.385,0.216,,,,,,0.3,2.4,2.7,0.011,
5,,,,BAA,,59.0,,,0.323,0.2,,,,,,-1.2,2.7,1.5,,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,CHS,BAA,,125.0,,,0.35,0.205,,,,,,-0.7,4.9,4.1,,
8,1 season,,BOS,NBA,,43.0,426.0,7.9,0.386,0.235,,,,,,-0.2,0.3,0.1,0.011,
